date,ldos_shares,ph_shares,wab_shares,br_shares,dov_shares,tdg_shares,ir_shares,cat_shares,payc_shares,csx_shares,wm_shares,hubb_shares,gww_shares,sna_shares,ge_shares,unp_shares,jci_shares,ftv_shares,expd_shares,nsc_shares,hwm_shares,hon_shares,rol_shares,ndsn_shares,jbht_shares,txt_shares,chrw_shares,pwr_shares,rok_shares,gev_shares,tt_shares,lii_shares,etn_shares,bldr_shares,odfl_shares,lhx_shares,gnrc_shares,rsg_shares,ups_shares,eme_shares,hii_shares,ctas_shares,j_shares,mmm_shares,aos_shares,pcar_shares,lmt_shares,ual_shares,efx_shares,mas_shares,fast_shares,ba_shares,itw_shares,luv_shares,vrsk_shares,otis_shares,uber_shares,xyl_shares,payx_shares,rtx_shares,fdx_shares,swk_shares,vlto_shares,adp_shares,cprt_shares,uri_shares,cmi_shares,alle_shares,emr_shares,ame_shares,fix_shares,iex_shares,dal_shares,gd_shares,axon_shares,noc_shares,pnr_shares,de_shares,carr_shares
2025-03-31,651169,639484,851422,580881,682695,278655,2003546,2372979,233807,9579886,1813627,265712,220361,260008,5331900,3000334,3278412,1693906,694185,1124004,2014214,3228569,1393275,269605,395171,906318,591616,731956,562131,1370023,1114932,158768,1962314,569784,934316,935280,294016,1009177,3631657,,194564,1703364,609929,2698151,588689,2606688,1040202,1636250,616772,1052442,2846373,3724378,1326340,2948052,702075,1969423,10372185,1204825,1593053,6614025,1100486,764705,1230458,2021507,4358667,324455,682837,429795,2800329,1150064,,375546,3185012,1260119,360200,675643,819429,1257657,4010617
2025-04-01,651169,639484,851422,580881,682695,278655,2003546,2372979,233807,9579886,1813627,265712,220361,260008,5331900,3000334,3278412,1693906,694185,1124004,2014214,3228569,1393275,269605,395171,906318,591616,731956,562131,1370023,1114932,158768,1962314,569784,934316,935280,294016,1009177,3631657,,194564,1703364,609929,2698151,588689,2606688,1040202,1636250,616772,1052442,2846373,3724378,1326340,2948052,702075,1969423,10372185,1204825,1593053,6614025,1100486,764705,1230458,2021507,4358667,324455,682837,429795,2800329,1150064,,375546,3185012,1260119,360200,675643,819429,1257657,4010617
2025-04-03,644545,632974,842804,574991,675782,275834,1983210,2351461,231420,9482577,1797492,264615,218129,257373,5280343,2973240,3245097,1676701,687117,1112565,1993785,3199450,1379108,266877,391172,897111,585633,726816,556427,1357804,1103617,157156,1944681,563987,924830,925773,291009,998947,3599346,,192580,1686066,603760,2670747,582737,2580224,1030931,1619665,610510,1041747,2817450,3690727,1312855,2918137,694945,1949428,10278364,1192580,1576871,6554086,1089295,756924,1217965,2000985,4314430,321169,675893,425403,2771871,1138387,,371733,3152638,1247316,356542,668771,811090,1246285,3969862
2025-04-07,637269,625834,833352,568531,668200,272740,1960906,2325009,228802,9375851,1777262,261657,215681,254483,5220945,2939784,3208547,1657831,679365,1100019,1971379,3163444,1363570,263885,386786,887013,579071,718656,550171,1342538,1091207,155388,1922819,557629,914426,915335,287711,987727,3558852,,190404,1667094,596994,2640691,576209,2551188,1019337,1601475,603642,1030017,2785728,3649213,1298065,2885327,687125,1927498,10162730,1179150,1559123,6480340,1077021,748390,1204263,1978477,4265912,317565,668277,420575,2740659,1125569,,367551,3117137,1233274,352530,661223,801944,1232277,3925152
2025-04-16,624001,612814,816116,556759,654374,267098,1920234,2276773,224028,9181253,1740372,256263,211217,249213,5112631,2878776,3141897,1623421,665229,1077141,1930521,3097786,1335236,258429,378788,868599,567105,703776,538763,1314700,1068577,152164,1882953,546035,895454,896301,281697,967267,3485010,,186436,1632498,584664,2585883,564305,2498240,998195,1568305,591118,1008627,2727890,3573511,1271095,2825497,672865,1887516,9951868,1154668,1526759,6345862,1054639,732828,1179277,1937433,4177438,310993,654389,411771,2683743,1102195,,359925,3052367,1207668,345214,647459,785266,1206733,3843622
2025-04-22,633203,621844,828070,564972,663963,271011,1948442,2310227,227339,9316290,1765957,260004,214313,252868,5187770,2921088,3188122,1647304,675033,1093008,1958876,3143323,1354887,262213,384335,881370,575404,714096,546675,1334007,1084272,154400,1910620,554076,908612,909502,285868,981475,3536223,,189188,1656510,593264,2623895,572561,2534962,1012858,1591328,599804,1023462,2768052,3626014,1289800,2866992,682755,1915294,10098129,1171696,1549205,6439129,1070162,743621,1196606,1965917,4238817,315551,664021,417877,2723217,1118406,,365214,3097302,1225427,350288,657005,796833,1224449,3900167
2025-04-23,630207,618904,824178,562298,660841,269737,1939258,2299335,226261,9272330,1757627,258786,213305,251678,5163298,2907312,3173072,1639520,671841,1087842,1949636,3128497,1348489,260981,382529,877212,572702,710736,544099,1327721,1079162,153672,1901604,551458,904328,905204,284510,976841,3519549,,188292,1648684,590464,2611519,569873,2523006,1008084,1583824,596976,1018632,2754976,3608920,1283710,2853482,679535,1906250,10050501,1166152,1541897,6408763,1065108,740107,1190964,1956635,4218825,314067,660885,415889,2710365,1113128,,363492,3082672,1219645,348636,653897,793067,1218681,3881757
2025-04-25,629565,618274,823344,561725,660172,269464,1937290,2297001,226030,9262910,1755842,258525,213089,251423,5158054,2904360,3169847,1637852,671157,1086735,1947656,3125320,1347118,260717,382142,876321,572123,710016,543547,1326374,1078067,153516,1899672,550897,903410,904283,284219,975848,3515976,,188100,1647007,589864,2608867,569297,2520444,1007061,1582216,596370,1017597,2752174,3605257,1282405,2850587,678845,1904312,10040295,1164964,1540331,6402256,1064025,739354,1189755,1954646,4214541,313749,660213,415463,2707611,1111997,,363123,3079537,1218406,348282,653231,792260,1217445,3877812
2025-04-28,629351,618064,823066,561534,659949,269373,1936634,2296223,225953,9259770,1755247,258438,213017,251338,5156306,2903376,3168772,1637296,670929,1086366,1946996,3124261,1346661,260629,382013,876024,571930,709776,543363,1325925,1077702,153464,1899028,550710,903104,903976,284122,975517,3514785,,188036,1646448,589664,2607983,569105,2519590,1006720,1581680,596168,1017252,2751240,3604036,1281970,2849622,678615,1903666,10036893,1164568,1539809,6400087,1063664,739103,1189352,1953983,4213113,313643,659989,415321,2706693,1111620,,363000,3078492,1217993,348164,653009,791991,1217033,3876497
2025-05-13,618865,608274,809444,552775,649022,264914,1904490,2258101,222180,9105910,1726092,254175,209489,247173,5070654,2855160,3118297,1610052,661157,1069585,1914656,3072370,1326668,256317,375692,861471,562473,698016,534347,1303924,1059817,151216,1867472,543647,888110,889533,281569,959298,3456426,,184900,1620257,579864,2564667,559697,2477744,990011,1555416,586270,1000347,2708574,3544207,1261655,2802337,667345,1872012,9870195,1147564,1514231,6293806,1046675,726804,1169605,1921896,4143141,308449,649013,410563,2663611,1093147,,357673,3030887,1198656,342382,642731,780510,1196845,3814562
2025-05-14,618865,608274,809444,552775,649022,264914,1904490,2258101,222180,9105910,1726092,254175,209489,247173,5070654,2855160,3118297,1610052,661157,1069585,1914656,3072370,1326668,256317,375692,861471,562473,698016,534347,1303924,1059817,151216,1867472,543647,888110,889533,281569,959298,3456426,,184900,1620257,579864,2564667,559697,2477744,990011,1555416,586270,1000347,2708574,3544207,1261655,2802337,667345,1872012,9870195,1147564,1514231,6293806,1046675,726804,1169605,1921896,4143141,308449,649013,410563,2663611,1093147,,357673,3030887,1198656,342382,642731,780510,1196845,3814562
2025-05-16,623573,613394,815560,556977,653952,267216,1918922,2276450,223874,9187525,1739182,256089,211073,249043,5112116,2878408,3145047,1626384,666173,1077703,1929176,3097268,1336755,258253,378530,868005,566719,703296,538395,1313802,1067847,152360,1881640,547761,894842,896287,283703,966580,3482634,,186308,1634055,584264,2586215,563921,2496532,997513,1567208,590714,1007937,2729122,3572791,1272425,2823573,672405,1889524,9950165,1156276,1525715,6345046,1054617,732326,1178471,1938082,4174557,310781,655041,413687,2686441,1101441,,360379,3053877,1208842,344978,648315,786428,1205931,3847425
2025-05-19,623573,613394,815560,556977,653952,267216,1918922,2276450,223874,9187525,1739182,256089,211073,249043,5112116,2878408,3145047,1626384,666173,1077703,1929176,3097268,1336755,258253,378530,868005,566719,703296,538395,1313802,1067847,152360,1881640,547761,894842,896287,283703,966580,3482634,,186308,1634055,584264,2586215,563921,2496532,997513,1567208,590714,1007937,2729122,3572791,1272425,2823573,672405,1889524,9950165,1156276,1525715,6345046,1054617,732326,1178471,1938082,4174557,310781,655041,413687,2686441,1101441,,360379,3053877,1208842,344978,648315,786428,1205931,3847425
2025-05-20,623573,613394,815560,556977,653952,267216,1918922,2276450,223874,9187525,1739182,256089,211073,249043,5112116,2878408,3145047,1626384,666173,1077703,1929176,3097268,1336755,258253,378530,868005,566719,703296,538395,1313802,1067847,152360,1881640,547761,894842,896287,283703,966580,3482634,,186308,1634055,584264,2586215,563921,2496532,997513,1567208,590714,1007937,2729122,3572791,1272425,2823573,672405,1889524,9950165,1156276,1525715,6345046,1054617,732326,1178471,1938082,4174557,310781,655041,413687,2686441,1101441,,360379,3053877,1208842,344978,648315,786428,1205931,3847425
2025-05-21,619293,609194,810000,553157,649472,265396,1905803,2260870,222334,9124686,1727282,254349,209633,247343,5077136,2858708,3123527,1615264,661613,1070323,1915976,3076089,1327595,256493,375950,862066,562859,698497,534715,1304802,1060548,151320,1868760,544022,888722,890147,281763,959960,3458794,,185028,1622875,580264,2568515,560081,2479453,990693,1556488,586674,1001037,2710442,3548351,1263725,2804253,667805,1876604,9882106,1148356,1515275,6301647,1047397,727306,1170411,1924822,4145977,308661,650561,410847,2668061,1093901,,357919,3032978,1200583,342618,643875,781048,1197671,3821105
2025-07-07,623332,618320,828304,568673,663787,271759,1953004,2275386,235213,9082634,1771883,258506,211382,253270,5158969,2890711,3181515,1646286,660936,1090019,1953317,3109406,1356589,260873,378212,871273,573044,716533,545598,1320477,1079121,154672,1893149,533422,900226,904020,285210,982186,3550438,,189392,1660779,579889,2604157,561063,2538328,1008942,1581292,601251,1018090,5547436,3647937,1289084,2759975,677091,1910347,10117010,1178037,1550146,6463358,1065823,746741,1200031,1963964,4251299,314287,666129,415305,2721812,1116506,,364528,3160776,1219020,357588,654704,794133,1221225,3854900
2025-07-08,623332,618320,828304,568673,663787,271759,1953004,2275386,235213,9082634,1771883,258506,211382,253270,5158969,2890711,3181515,1646286,660936,1090019,1953317,3109406,1356589,260873,378212,871273,573044,716533,545598,1320477,1079121,154672,1893149,533422,900226,904020,285210,982186,3550438,,189392,1660779,579889,2604157,561063,2538328,1008942,1581292,601251,1018090,5547436,3647937,1289084,2759975,677091,1910347,10117010,1178037,1550146,6463358,1065823,746741,1200031,1963964,4251299,314287,666129,415305,2721812,1116506,,364528,3160776,1219020,357588,654704,794133,1221225,3854900
2025-07-09,623754,618738,828864,569057,664235,271943,1954326,2276926,235373,9088786,1773083,258680,211526,253442,5162461,2892667,3183669,1647398,661384,1090757,1954639,3111510,1357509,261051,378468,871865,573432,717019,545968,1321371,1079851,154776,1894431,533784,900834,904632,285404,982852,3552840,,189520,1661903,580283,2605919,561443,2540046,1009624,1582362,601657,1018780,5551192,3650405,1289958,2761841,677549,1911639,10123858,1178833,1551196,6467732,1066545,747247,1200843,1965294,4254177,314499,666581,415587,2723654,1117262,,364776,3162914,1219844,357830,655148,794671,1222051,3857510
2025-07-10,625231,620201,830824,570401,665803,272587,1958953,2282316,235933,9110318,1777283,259289,212030,254044,5174683,2899513,3191208,1651290,662952,1093340,1959266,3118874,1360729,261674,379364,873937,574790,718720,547263,1324500,1082406,155140,1898918,535051,902962,906774,286083,985183,3561247,,189968,1665837,581662,2612086,562773,2546059,1012011,1586107,603078,1021195,5564338,3659043,1293017,2768372,679152,1916161,10147826,1181619,1554871,6483041,1069072,749018,1203685,1969949,4264250,315241,668163,416574,2730101,1119908,,365644,3170397,1222728,358677,656702,796554,1224942,3866645
2025-07-11,624176,619156,829424,569441,664683,272127,1955648,2278466,235533,9094938,1774283,258854,211670,253614,5165953,2894623,3185823,1648510,661832,1091495,1955961,3113614,1358429,261229,378724,872457,573820,717505,546338,1322265,1080581,154880,1895713,534146,901442,905244,285598,983518,3555242,,189648,1663027,580677,2607681,561823,2541764,1010306,1583432,602063,1019470,5554948,3652873,1290832,2763707,678007,1912931,10130706,1179629,1552246,6472106,1067267,747753,1201655,1966624,4257055,314711,667033,415869,2725496,1118018,,365024,3165052,1220668,358072,655592,795209,1222877,3860120
2025-07-14,625442,620410,831104,570593,666027,272679,1959614,2283086,236013,9113394,1777883,259376,212102,254130,5176429,2900491,3192285,1651846,663176,1093709,1959927,3119926,1361189,261763,379492,874233,574984,718963,547448,1324947,1082771,155192,1899559,535232,903266,907080,286180,985516,3562448,,190032,1666399,581859,2612967,562963,2546918,1012352,1586642,603281,1021540,5566216,3660277,1293454,2769305,679381,1916807,10151250,1182017,1555396,6485228,1069433,749271,1204091,1970614,4265689,315347,668389,416715,2731022,1120286,,365768,3171466,1223140,358798,656924,796823,1225355,3867950
2025-07-15,626075,621037,831944,571169,666699,272955,1961597,2285396,236253,9122622,1779683,259637,212318,254388,5181667,2903425,3195516,1653514,663848,1094816,1961910,3123082,1362569,262030,379876,875121,575566,719692,548003,1326288,1083866,155348,1901482,535775,904178,907998,286471,986515,3566051,,190224,1668085,582450,2615610,563533,2549495,1013375,1588247,603890,1022575,5571850,3663979,1294765,2772104,680068,1918745,10161522,1183211,1556971,6491789,1070516,750030,1205309,1972609,4270006,315665,669067,417138,2733785,1121420,,366140,3174673,1224376,359161,657590,797630,1226594,3871865
2025-07-16,627341,622291,833624,572321,668043,273507,1965563,2290016,236733,9141078,1783283,260159,212750,254904,5192143,2909293,3201978,1656850,665192,1097030,1965876,3129394,1365329,262564,380644,876897,576730,721150,549113,1328970,1086056,155660,1905328,536861,906002,909834,287053,988513,3573257,,190608,1671457,583632,2620896,564673,2554649,1015421,1591457,605108,1024645,5583118,3671383,1297387,2777702,681442,1922621,10182066,1185599,1560121,6504911,1072682,751548,1207745,1976599,4278640,316301,670423,417984,2739311,1123688,,366884,3181087,1226848,359887,658922,799244,1229072,3879695
2025-07-17,628607,623545,835304,573473,669387,274059,1969529,2294636,237213,9159534,1786883,260681,213182,255420,5202619,2915161,3208440,1660186,666536,1099244,1969842,3135706,1368089,263098,381412,878673,577894,722608,550223,1331652,1088246,155972,1909174,537947,907826,911670,287635,990511,3580463,,190992,1674829,584814,2626182,565813,2559803,1017467,1594667,606326,1026715,5594386,3678787,1300009,2783300,682816,1926497,10202610,1187987,1563271,6518033,1074848,753066,1210181,1980589,4287274,316937,671779,418830,2744837,1125956,,367628,3187501,1229320,360613,660254,800858,1231550,3887525
2025-07-18,627552,622500,833904,572513,668267,273599,1966224,2290786,236813,9144154,1783883,260246,212822,254990,5193889,2910271,3203055,1657406,665416,1097399,1966537,3130446,1365789,262653,380772,877193,576924,721393,549298,1329417,1086421,155712,1905969,537042,906306,910140,287150,988846,3574458,,190672,1672019,583829,2621777,564863,2555508,1015762,1591992,605311,1024990,5584996,3672617,1297824,2778635,681671,1923267,10185490,1185997,1560646,6507098,1073043,751801,1208151,1977264,4280079,316407,670649,418125,2740232,1124066,,367008,3182156,1227260,360008,659144,799513,1229485,3881000
2025-07-21,629240,624172,836144,574049,670059,274335,1971512,2296946,237453,9168762,1788683,260942,213398,255678,5207857,2918095,3211671,1661854,667208,1100351,1971825,3138862,1369469,263365,381796,879561,578476,723337,550778,1332993,1089341,156128,1911097,538490,908738,912588,287926,991510,3584066,,191184,1676515,585405,2628825,566383,2562380,1018490,1596272,606935,1027750,5600020,3682489,1301320,2786099,683503,1928435,10212882,1189181,1564846,6524594,1075931,753825,1211399,1982584,4291591,317255,672457,419253,2747600,1127090,,368000,3190708,1230556,360976,660920,801665,1232789,3891440
2025-07-22,634304,629188,842864,578657,675435,276543,1987376,2315426,239373,9242586,1803083,263030,215126,257742,5249761,2941567,3237519,1675198,672584,1109207,1987689,3164110,1380509,265501,384868,886665,583132,729169,555218,1343721,1098101,157376,1926481,542834,916034,919932,290254,999502,3612890,,192720,1690003,590133,2649969,570943,2582996,1026674,1609112,611807,1036030,5645092,3712105,1311808,2808491,688999,1943939,10295058,1198733,1577446,6577082,1084595,759897,1221143,1998544,4326127,319799,677881,422637,2769704,1136162,,370976,3216364,1240444,363880,666248,808121,1242701,3922760
2025-07-23,637680,632532,847344,581729,679035,278015,1997952,2327746,240653,9291802,1812683,264422,216278,259118,5277697,2957215,3254767,1684110,676168,1115111,1998265,3180958,1387869,266925,386916,891401,586236,733057,558178,1350873,1103941,158208,1936737,545730,920914,924828,291806,1004830,3632122,,193744,1698995,593285,2664065,573983,2596756,1032130,1617672,615055,1041550,5675156,3731865,1318800,2823419,692663,1954275,10349858,1205117,1585846,6612090,1090371,763945,1227639,2009184,4349167,321495,681497,424893,2784440,1142210,,372960,3233468,1247052,365816,669800,812425,1249309,3943656
2025-07-24,636203,631069,845384,580385,677460,277371,1993325,2322356,240693,9277170,1808483,263813,215774,258516,5266375,2950369,3249721,1680211,676300,1113328,1993638,3173587,1388149,267002,387020,891629,586378,731856,556883,1347744,1101386,157844,1932250,545763,918779,923186,291127,1003099,3623708,,193296,1695061,593406,2657898,572653,2592536,1029743,1613927,613634,1041735,5665603,3723220,1316741,2816888,691060,1949753,10325883,1202324,1583171,6596774,1088644,764074,1224797,2004529,4339087,320953,680315,424906,2777993,1139564,,373092,3225985,1244161,365269,668246,812542,1246418,3937414
2025-07-25,636625,631487,845944,580769,677910,277555,1994647,2323896,240853,9283322,1809683,263987,215918,258688,5269867,2952325,3251877,1681325,676748,1114066,1994960,3175693,1389069,267180,387276,892221,586766,732342,557253,1348638,1102116,157948,1933532,546125,919389,923798,291321,1003765,3626112,,193424,1696185,593800,2659660,573033,2594256,1030425,1614997,614040,1042425,5669361,3725690,1317615,2818754,691518,1951045,10332733,1203122,1584221,6601150,1089366,764580,1225609,2005859,4341967,321165,680767,425188,2779835,1140320,,373340,3228123,1244987,365511,668690,813080,1247244,3940026
2025-07-28,640634,635458,851264,584417,682185,279303,2007206,2338526,242373,9341766,1821083,265640,217286,260322,5303041,2970907,3272359,1691908,681004,1121077,2007519,3195687,1397809,268871,389708,897845,590452,736959,560768,1357131,1109051,158936,1945711,549564,925184,929612,293164,1010092,3648950,,194640,1706863,597543,2676399,576643,2610596,1036904,1625162,617897,1048980,5705062,3749155,1325918,2836481,695869,1963319,10397808,1210703,1594196,6642722,1096225,769387,1233323,2018494,4369327,323179,685061,427867,2797334,1147502,,375696,3248434,1252834,367810,672908,818191,1255091,3964840
2025-07-29,638735,633577,848744,582689,680160,278475,2001257,2331596,241653,9314082,1815683,264857,216638,259548,5287327,2962105,3262657,1686895,678988,1117756,2001570,3186219,1393669,268070,388556,895181,588706,734772,559103,1353108,1105766,158468,1939942,547935,922439,926858,292291,1007095,3638132,,194064,1701805,595770,2668470,574933,2602856,1033835,1620347,616070,1045875,5688151,3738040,1321985,2828084,693808,1957505,10366983,1207112,1589471,6623030,1092976,767110,1229669,2012509,4356367,322225,683027,426598,2789045,1144100,,374580,3238813,1249117,366721,670910,815770,1251374,3953086
2025-07-30,640634,635458,851264,584417,682185,279303,2007206,2338526,242373,9341775,1821083,265640,217286,260322,5303041,2970916,3272359,1691908,681004,1121077,2007519,3195696,1397809,268871,389708,897845,590452,736959,560768,1357131,1109051,158936,1945711,549564,925184,929612,293164,1010092,3648950,,194640,1706863,597543,2676399,576643,2610596,1036913,1625162,617897,1048980,5705062,3749155,1325918,2836481,695869,1963319,10397808,1210703,1594196,6642722,1096225,769387,1233323,2018494,4369327,323179,685061,427867,2797334,1147502,,375696,3248434,1252834,367810,672908,818191,1255091,3964840
2025-07-31,645487,640265,857704,588833,687360,281419,2022409,2356236,244213,9412546,1834883,267641,218942,262300,5343199,2993433,3297153,1704719,686156,1129564,2022722,3219915,1408389,270918,392652,904653,594914,742548,565023,1367412,1117446,160132,1960454,553727,932199,936650,295395,1017751,3676596,,196112,1719789,602074,2696662,581013,2630376,1044779,1637467,622566,1056915,5748279,3777560,1335969,2857940,701136,1978177,10476583,1219880,1606271,6693046,1104528,775206,1242661,2033789,4402447,325617,690259,431110,2818517,1156196,,378548,3273021,1262333,370593,678014,824378,1264590,3994878
2025-08-01,647386,642146,860224,590561,689385,282247,2028358,2363166,244933,9440239,1840283,268424,219590,263074,5358922,3002244,3306855,1709732,688172,1132885,2028671,3229392,1412529,271719,393804,907317,596660,744735,566688,1371435,1120731,160600,1966223,555356,934944,939404,296268,1020748,3687414,,196688,1724847,603847,2704591,582723,2638116,1047857,1642282,624393,1060020,5765190,3788675,1339902,2866337,703197,1983991,10507408,1223471,1610996,6712738,1107777,777483,1246315,2039774,4415407,326571,692293,432379,2826806,1159598,,379664,3282642,1266050,371682,680012,826799,1268307,4006632
2025-08-04,652450,647162,866944,595169,694785,284455,2044222,2381646,246853,9514087,1854683,270512,221318,265138,5400850,3025740,3332727,1723100,693548,1141741,2044535,3254664,1423569,273855,396876,914421,601316,750567,571128,1382163,1129491,161848,1981607,559700,942264,946748,298596,1028740,3716262,,198224,1738335,608575,2725735,587283,2658756,1056065,1655122,629265,1068300,5810286,3818315,1350390,2888729,708693,1999495,10589608,1233047,1623596,6765250,1116441,783555,1256059,2055734,4449967,329115,697717,435763,2848910,1168670,,382640,3308298,1275962,374586,685340,833255,1278219,4037976
2025-08-05,653083,647789,867784,595745,695460,284731,2046205,2383956,247093,9523318,1856483,270773,221534,265396,5406091,3028677,3335961,1724771,694220,1142848,2046518,3257823,1424949,274122,397260,915309,601898,751296,571683,1383504,1130586,162004,1983530,560243,943179,947666,298887,1029739,3719868,,198416,1740021,609166,2728378,587853,2661336,1057091,1656727,629874,1069335,5815923,3822020,1351701,2891528,709380,2001433,10599883,1234244,1625171,6771814,1117524,784314,1257277,2057729,4454287,329433,698395,436186,2851673,1169804,,383012,3311505,1277201,374949,686006,834062,1279458,4041894
2025-08-06,651395,646117,865544,594209,693660,283995,2040917,2377796,246453,9498702,1851683,270077,220958,264708,5392115,3020845,3327337,1720315,692428,1139896,2041230,3249399,1421269,273410,396236,912941,600346,749352,570203,1379928,1127666,161588,1978402,558795,940739,945218,298111,1027075,3710252,,197904,1735525,607590,2721330,586333,2654456,1054355,1652447,628250,1066575,5800891,3812140,1348205,2884064,707548,1996265,10572483,1231052,1620971,6754310,1114636,782290,1254029,2052409,4442767,328585,696587,435058,2844305,1166780,,382020,3302953,1273897,373981,684230,831910,1276154,4031446
2025-08-07,647386,642146,860224,590561,689385,282247,2028358,2363166,244933,9440239,1840283,268424,219590,263074,5358922,3002244,3306855,1709732,688172,1132885,2028671,3229392,1412529,271719,393804,907317,596660,744735,566688,1371435,1120731,160600,1966223,555356,934944,939404,296268,1020748,3687414,,196688,1724847,603847,2704591,582723,2638116,1047857,1642282,624393,1060020,5765190,3788675,1339902,2866337,703197,1983991,10507408,1223471,1610996,6712738,1107777,777483,1246315,2039774,4415407,326571,692293,432379,2826806,1159598,,379664,3282642,1266050,371682,680012,826799,1268307,4006632
2025-08-08,639157,633995,849304,583073,680610,278659,2002579,2333136,241813,9320236,1816883,265031,216782,259720,5290789,2964063,3264813,1688009,679436,1118494,2002892,3188325,1394589,268248,388812,895773,589094,735258,559473,1354002,1106496,158572,1941224,548297,923049,927470,292485,1007761,3640536,,194192,1702929,596164,2670193,575313,2604576,1034519,1621417,616476,1046526,5691909,3740510,1322859,2829950,694266,1958797,10373833,1207910,1590521,6627406,1093698,767616,1230481,2013839,4359247,322437,683479,426880,2790887,1144856,,374828,3240912,1249943,366963,671354,816308,1252200,3955698
2025-08-11,647175,642237,859944,590369,689160,282255,2027697,2363596,244853,9437162,1840483,268337,219718,262988,5359075,3002765,3305777,1709175,687948,1132516,2028010,3229939,1412069,271630,393676,907021,596466,744492,566503,1371688,1120866,160548,1966582,555175,934639,939098,297271,1020415,3686212,,197424,1724285,603650,2704909,582533,2637256,1048015,1641747,624190,1059674,5763311,3789340,1339465,2865404,702968,1983383,10509183,1223072,1610471,6713850,1107416,777230,1245909,2040009,4419367,326665,692067,432238,2825885,1160620,,379540,3281572,1265637,371561,679790,826568,1268494,4005326
2025-08-12,647175,642237,859944,590369,689160,282255,2027697,2363596,244853,9437162,1840483,268337,219718,262988,5359075,3002765,3305777,1709175,687948,1132516,2028010,3229939,1412069,271630,393676,907021,596466,744492,566503,1371688,1120866,160548,1966582,555175,934639,939098,297271,1020415,3686212,,197424,1724285,603650,2704909,582533,2637256,1048015,1641747,624190,1059674,5763311,3789340,1339465,2865404,702968,1983383,10509183,1223072,1610471,6713850,1107416,777230,1245909,2040009,4419367,326665,692067,432238,2825885,1160620,,379540,3281572,1265637,371561,679790,826568,1268494,4005326
2025-08-13,650551,645581,864424,593441,692760,283727,2038273,2375916,246133,9486394,1850083,269729,220870,264364,5387027,3018429,3323025,1718087,691532,1138420,2038586,3246787,1419429,273054,395724,911757,599570,748380,569463,1378840,1126706,161380,1976838,558071,939519,943994,298823,1025743,3705444,,198448,1733277,606802,2719021,585573,2651016,1053487,1650307,627438,1065210,5793375,3809100,1346457,2880348,706632,1993735,10563999,1229456,1618871,6748858,1113192,781278,1252405,2050649,4442407,328361,695683,434494,2840621,1166668,,381524,3298692,1272245,373497,683342,830888,1275102,4026222
2025-08-14,651606,646626,865824,594401,693885,284187,2041578,2379766,246533,9501779,1853083,270164,221230,264794,5395762,3023324,3328415,1720872,692652,1140265,2041891,3252052,1421729,273499,396364,913237,600540,749595,570388,1381075,1128531,161640,1980043,558976,941044,945524,299308,1027408,3711454,,198768,1736087,607787,2723431,586523,2655316,1055197,1652982,628453,1066940,5802770,3815275,1348642,2885018,707777,1996970,10581129,1231451,1621496,6759798,1114997,782543,1254435,2053974,4449607,328891,696813,435199,2845226,1168558,,382144,3304042,1274310,374102,684452,832238,1277167,4032752
2025-08-15,651606,646626,865824,594401,693885,284187,2041578,2379766,246533,9501779,1853083,270164,221230,264794,5395762,3023324,3328415,1720872,692652,1140265,2041891,3252052,1421729,273499,396364,913237,600540,749595,570388,1381075,1128531,161640,1980043,558976,941044,945524,299308,1027408,3711454,,198768,1736087,607787,2723431,586523,2655316,1055197,1652982,628453,1066940,5802770,3815275,1348642,2885018,707777,1996970,10581129,1231451,1621496,6759798,1114997,782543,1254435,2053974,4449607,328891,696813,435199,2845226,1168558,,382144,3304042,1274310,374102,684452,832238,1277167,4032752
2025-08-18,649707,644745,863304,592673,691860,283359,2035629,2372836,245813,9474086,1847683,269381,220582,264020,5380039,3014513,3318713,1715859,690636,1136944,2035942,3242575,1417589,272698,395212,910573,598785,747408,568723,1377052,1125246,161172,1974274,557347,938299,942770,298435,1024411,3700636,,198192,1731029,606014,2715493,584813,2647576,1052119,1648167,626626,1063826,5785859,3804160,1344709,2876612,705716,1991147,10550295,1227860,1616771,6740097,1111748,780266,1250781,2047989,4436647,327937,694779,433930,2836937,1165156,,381028,3294412,1270593,373013,682454,829808,1273441,4020998
2025-08-19,648652,643700,861904,591708,690735,282899,2032324,2368981,245413,9458691,1844683,268946,220222,263590,5371299,3009618,3313318,1713074,689516,1135094,2032632,3237310,1415284,272253,394572,909093,597810,746193,567798,1374817,1123416,160912,1971069,556442,936774,941240,297950,1022746,3694621,,197872,1728214,605029,2711083,583858,2643276,1050409,1645492,625606,1062096,5776459,3797980,1342524,2871942,704571,1987912,10533160,1225865,1614146,6729147,1109943,778996,1248751,2044664,4429442,327402,693649,433225,2832327,1163266,,380408,3289062,1268528,372408,681344,828458,1271371,4014463
