date,dgx_shares,amgn_shares,bmy_shares,mck_shares,cvs_shares,crl_shares,solv_shares,mdt_shares,iqv_shares,isrg_shares,syk_shares,hca_shares,vrtx_shares,a_shares,mtd_shares,algn_shares,unh_shares,wst_shares,cor_shares,regn_shares,gild_shares,dhr_shares,tmo_shares,vtrs_shares,mrna_shares,tech_shares,jnj_shares,bdx_shares,coo_shares,incy_shares,wat_shares,gehc_shares,rvty_shares,mrk_shares,cnc_shares,uhs_shares,hum_shares,ew_shares,podd_shares,abt_shares,zts_shares,ste_shares,hsic_shares,rmd_shares,dxcm_shares,elv_shares,dva_shares,lly_shares,pfe_shares,abbv_shares,cah_shares,idxx_shares,biib_shares,ci_shares,lh_shares,bax_shares,bsx_shares,zbh_shares
2026-02-27,827253,4004486,15139074,917894,9440286,365586,1095249,9538317,1266516,2636265,2559575,1187895,1886802,2108275,151892,496237,6736360,535043,1441780,749501,9226418,4675008,2793966,8565293,2585686,1157507,17917020,2131590,1478401,1226391,732636,3387536,843146,18457763,3472456,410728,894448,4315414,523118,12931282,3277214,729903,743352,1085490,2900447,1652727,262247,5905541,42282400,13143380,1766868,593829,1090970,1986523,616529,3818909,11024350,1473788
2026-03-02,823711,3987328,15074260,913961,9399852,364022,1090557,9497469,1261088,2624972,2548604,1182812,1878729,2099236,151248,494121,6707518,532743,1435616,746281,9186904,4654998,2782006,8528608,2574623,1152539,17840292,2122459,1472076,1221147,729509,3373023,839535,18378735,3457598,408980,890607,4296945,520887,12875921,3263184,726775,740155,1080844,2888027,1645643,261120,5880264,42101344,13087099,1759301,591276,1086301,1978013,613884,3802533,10977154,1467486
2026-03-03,821863,3978376,15040432,911909,9378756,363206,1088109,9476157,1258256,2619080,2542880,1180160,1874517,2094520,150912,493017,6692470,531543,1432400,744601,9166288,4644558,2775766,8509468,2568851,1149947,17800260,2117695,1468776,1218411,727876,3365451,837651,18337503,3449846,408068,888603,4287309,519723,12847037,3255864,725143,738487,1078420,2881547,1641947,260532,5867076,42006880,13057735,1755353,589944,1083865,1973573,612504,3793989,10952530,1464198
2026-03-04,815241,3946298,14919215,904556,9303162,360282,1079337,9399789,1248108,2597967,2522369,1170657,1859424,2077621,149708,489061,6638548,527243,1420876,738581,9092414,4607148,2753406,8440883,2548168,1140659,17656812,2100624,1456951,1208607,722028,3338318,830900,18189755,3422068,404800,881422,4252780,515552,12743493,3229634,719295,732510,1069734,2858327,1628703,258425,5819819,41668384,12952514,1741206,585171,1075136,1957663,607559,3763373,10864294,1452416
2026-03-05,816781,3953758,14947405,906266,9320742,360962,1081377,9417549,1250468,2602877,2527139,1172867,1862934,2081551,149988,489981,6651088,528243,1423556,739981,9109594,4615848,2758606,8456833,2552978,1142819,17690172,2104594,1459701,1210887,723388,3344628,832470,18224115,3428528,405560,883092,4260810,516522,12767573,3235734,720655,733900,1071754,2863727,1631783,258915,5830809,41747104,12976984,1744496,586281,1077166,1961363,608709,3770493,10884814,1455156
2026-03-06,808927,3915712,14803636,897545,9231084,357494,1070973,9326973,1238432,2577836,2502812,1161596,1845033,2061508,148560,485289,6587134,523143,1409888,732841,9021976,4571478,2732086,8375488,2528447,1131803,17520036,2084347,1445676,1199259,716452,3312447,824463,18048864,3395567,401684,874575,4219857,511575,12644765,3204624,713719,726811,1061452,2836187,1616075,256416,5774745,41345617,12852187,1727717,580620,1066813,1942493,602844,3734181,10780147,1441182
2026-03-09,807849,3910490,14783903,896348,9218778,357018,1069545,9314541,1236780,2574399,2499473,1160049,1842576,2058757,148364,484645,6578356,522443,1408012,731861,9009950,4565388,2728446,8364323,2525080,1130291,17496684,2081568,1443751,1197663,715500,3308030,823364,18024805,3391038,401152,873406,4214236,510896,12627909,3200354,712767,725838,1060038,2832407,1613919,256073,5767045,41290513,12835058,1725414,579843,1065392,1939903,602039,3729197,10765776,1439264
2026-03-10,806155,3902284,14752883,894467,9199440,356270,1067301,9294994,1234184,2568998,2494226,1157618,1838715,2054434,148056,483633,6564551,521343,1405053,730321,8991041,4555807,2722726,8346778,2519778,1127915,17459977,2077201,1440726,1195155,714004,3301089,821637,17986987,3383921,400305,871569,4205392,509829,12601410,3193644,711271,724309,1057816,2826467,1610531,255534,5754945,41203888,12808130,1721795,578622,1063159,1935833,600774,3721365,10743193,1436239
2026-03-11,805693,3900046,14744423,893954,9194163,356066,1066689,9289663,1233476,2567525,2492795,1156955,1837662,2053255,147972,483357,6560786,521043,1404246,729901,8985884,4553194,2721166,8341990,2518332,1127267,17449963,2076010,1439901,1194471,713596,3299196,821166,17976673,3381980,400074,871068,4202980,509538,12594183,3191814,710863,723892,1057210,2824847,1609607,255387,5751645,41180260,12800786,1720808,578289,1062550,1934723,600429,3719229,10737031,1435414
2026-03-12,803229,3888110,14699303,891218,9166019,354978,1063425,9261231,1229700,2559669,2485163,1153419,1832046,2046967,147524,481885,6540706,519443,1399942,727661,8958380,4539258,2712846,8316454,2510620,1123811,17396555,2069658,1435501,1190823,711420,3289100,818654,17921665,3371628,398842,868396,4190116,507986,12555639,3182054,708687,721668,1053978,2816207,1604679,254603,5734045,41054244,12761618,1715544,576513,1059302,1928803,598589,3707837,10704167,1431014
2026-03-13,802305,3883634,14682383,890192,9155465,354570,1062201,9250569,1228284,2556723,2482301,1152093,1829940,2044609,147356,481333,6533176,518843,1398328,726821,8948066,4534032,2709726,8306878,2507728,1122515,17376527,2067276,1433851,1189455,710604,3285314,817712,17901037,3367746,398380,867394,4185292,507404,12541185,3178394,707871,720834,1052766,2812967,1602831,254309,5727445,41006988,12746930,1713570,575847,1058084,1926583,597899,3703565,10691843,1429364
2026-03-16,806155,3902284,14752908,894467,9199440,356270,1067301,9294994,1234184,2568998,2494226,1157618,1838740,2054434,148056,483633,6564551,521343,1405053,730321,8991041,4555807,2722751,8346778,2519778,1127915,17459977,2077201,1440726,1195180,714004,3301089,821637,17987012,3383921,400305,871569,4205392,509829,12601410,3193669,711271,724309,1057816,2826467,1610531,255534,5754945,41203938,12808155,1721795,578622,1063159,1935833,600774,3721365,10743193,1436239
2026-03-17,806309,3903030,14755730,894638,9201200,356338,1067505,9296772,1234420,2569489,2494703,1157839,1839092,2054827,148084,483725,6565807,521443,1405322,730461,8992761,4556678,2723272,8348375,2520260,1128131,17463317,2077598,1441002,1195409,714140,3301720,821794,17990452,3384568,400382,871736,4206196,509927,12603820,3194280,711407,724448,1058018,2827008,1610839,255583,5756046,41211819,12810605,1722124,578733,1063362,1936203,600889,3722078,10745248,1436514
2026-03-18,809851,3920188,14820636,898571,9241680,357902,1072197,9337666,1239848,2580782,2505674,1162922,1847188,2063866,148728,485841,6594695,523743,1411509,733681,9032321,4576711,2735255,8385106,2531346,1133099,17540137,2086729,1447350,1200676,717268,3316233,825405,18069595,3399449,402153,875577,4224688,512181,12659250,3208333,714535,727645,1062664,2839451,1617923,256710,5781369,41393082,12866955,1729691,581286,1068031,1944713,603534,3738477,10792513,1442839
2026-03-19,809543,3918696,14814992,898229,9238160,357766,1071789,9334110,1239376,2579800,2504720,1162480,1846484,2063080,148672,485657,6592183,523543,1410971,733401,9028881,4574969,2734213,8381912,2530382,1132667,17533457,2085935,1446798,1200218,716996,3314971,825091,18062713,3398155,401999,875243,4223080,511985,12654430,3207111,714263,727367,1062260,2838369,1617307,256612,5779167,41377318,12862055,1729033,581064,1067625,1943973,603304,3737051,10788403,1442289
2026-03-20,805233,3941726,14907122,896609,9312630,360206,1079239,9384370,1241456,2599580,2521170,1145860,1859274,2070370,148772,488447,6630793,526623,1423951,737881,9081831,4605319,2750193,8431042,2545572,1145307,17640587,2084315,1434558,1223678,717916,3336091,829931,18168543,3419755,404309,882763,4247790,514965,12728670,3090021,717943,732437,1066390,2817219,1615597,244492,5800547,41619668,12937365,1722543,584514,1074245,1928553,606834,3766101,10855763,1450669
2026-03-23,805233,3941726,14907122,896609,9312630,360206,1079239,9384370,1241456,2599580,2521170,1145860,1859274,2070370,148772,488447,6630793,526623,1423951,737881,9081831,4605319,2750193,8431042,2545572,1145307,17640587,2084315,1434558,1223678,717916,3336091,829931,18168543,3419755,404309,882763,4247790,514965,12728670,3090021,717943,732437,1066390,2817219,1615597,244492,5800547,41619668,12937365,1722543,584514,1074245,1928553,606834,3766101,10855763,1450669
2026-03-24,804017,3935758,14884562,895249,9298534,359662,1077607,9370170,1239576,2595644,2517354,1144124,1856458,2067234,148548,487711,6620761,525823,1421799,736761,9068087,4598351,2746033,8418282,2541716,1143571,17613891,2081163,1432390,1221830,716828,3331043,828675,18141047,3414579,403701,881427,4241366,514189,12709406,3085349,716855,731325,1064774,2812955,1613149,244124,5791771,41556684,12917789,1719935,583626,1072621,1925633,605914,3760405,10839339,1448477
2026-03-25,806753,3949186,14935322,898309,9330250,360886,1081279,9402120,1243806,2604500,2525940,1148030,1862794,2074290,149052,489367,6643333,527623,1426641,739281,9099011,4614029,2755393,8446992,2550392,1147477,17673957,2088255,1437268,1225988,719276,3342401,831501,18202913,3426225,405069,884433,4255820,515935,12752750,3095861,719303,733827,1068410,2822549,1618657,244952,5811517,41698398,12961835,1725803,585624,1076275,1932203,607984,3773221,10876293,1453409
2026-03-26,801281,3922330,14833802,892189,9266818,358438,1073935,9338220,1235346,2586788,2508768,1140218,1850122,2060178,148044,486055,6598189,524023,1416957,734241,9037163,4582673,2736673,8389572,2533040,1139665,17553825,2074071,1427512,1217672,714380,3319685,825849,18079181,3402933,402333,878421,4226912,512443,12666062,3074837,714407,728823,1061138,2803361,1607641,243296,5772025,41414970,12873743,1714067,581628,1068967,1919063,603844,3747589,10802385,1443545
2026-03-27,801585,3923822,14839442,892529,9270342,358574,1074343,9341770,1235816,2587772,2509722,1140652,1850826,2060962,148100,486239,6600697,524223,1417495,734521,9040599,4584415,2737713,8392762,2534004,1140099,17560499,2074859,1428054,1218134,714652,3320947,826163,18086055,3404227,402485,878755,4228518,512637,12670878,3076005,714679,729101,1061542,2804427,1608253,243388,5774219,41430714,12878637,1714719,581850,1069373,1919793,604074,3749013,10806491,1444093
2026-03-30,800521,3918600,14819702,891339,9258008,358098,1072915,9329338,1234171,2584328,2506383,1139133,1848362,2058218,147904,485595,6591912,523523,1415612,733541,9028573,4578318,2734073,8381597,2530630,1138580,17537133,2072101,1426157,1216510,713700,3316530,825064,18061996,3399698,401953,877586,4222890,511958,12654022,3071910,713727,728128,1060128,2800696,1606111,243066,5766540,41375596,12861501,1712437,581073,1067952,1917238,603269,3744022,10792113,1442175
2026-03-31,804017,3935758,14884562,895249,9298534,359662,1077607,9370186,1239576,2595644,2517354,1144124,1856458,2067234,148548,487711,6620777,525823,1421799,736761,9068087,4598351,2746033,8418282,2541716,1143571,17613907,2081163,1432390,1221846,716828,3331043,828675,18141047,3414579,403701,881427,4241382,514189,12709406,3085365,716855,731325,1064774,2812955,1613149,244124,5791771,41556698,12917805,1719935,583626,1072621,1925633,605914,3760421,10839355,1448477
2026-04-01,801281,3922330,14833784,892189,9266818,358438,1073935,9338218,1235346,2586788,2508768,1140218,1850122,2060178,148044,486055,6598187,524023,1416957,734241,9037163,4582673,2736673,8389572,2533040,1139665,17553823,2074071,1427512,1217670,714380,3319685,825849,18079163,3402933,402315,878421,4226910,512443,12666062,3074835,714407,728823,1061138,2803361,1607641,243296,5772007,41414948,12873741,1714067,581628,1068967,1919063,603844,3747587,10802383,1443545
2026-04-02,801281,3922330,14833784,892189,9266818,358438,1073935,9338218,1235346,2586788,2508768,1140218,1850122,2060178,148044,486055,6598187,524023,1416957,734241,9037163,4582673,2736673,8389572,2533040,1139665,17553823,2074071,1427512,1217670,714380,3319685,825849,18079163,3402933,402315,878421,4226910,512443,12666062,3074835,714407,728823,1061138,2803361,1607641,243296,5772007,41414948,12873741,1714067,581628,1068967,1919063,603844,3747587,10802383,1443545
2026-04-06,799305,3912632,14797111,889979,9243903,357554,1071283,9315130,1232291,2580392,2502567,1137397,1845546,2055082,147680,484859,6581872,522723,1413451,732421,9014820,4571341,2729904,8368828,2526774,1136844,17510420,2068949,1423980,1214654,712612,3311482,823808,18034460,3394522,401314,876250,4216458,511182,12634749,3067230,712639,727016,1058512,2796432,1603663,242698,5757733,41312555,12841908,1709829,580185,1066328,1914318,602349,3738318,10775672,1439974
2026-04-07,796417,3898458,14743512,886749,9210406,356262,1067407,9281386,1227826,2571044,2493504,1133274,1838858,2047634,147148,483111,6558027,520823,1408321,729761,8982159,4554773,2720005,8338504,2517616,1132721,17446979,2061463,1418812,1210246,710028,3299493,820825,17969119,3382229,399851,873077,4201182,509339,12588978,3056115,710055,724375,1054674,2786305,1597849,241824,5736871,41162892,12795377,1703635,578076,1062471,1907383,600164,3724771,10736627,1434749
2026-04-08,796633,3899856,14748755,887099,9213735,356406,1067739,9284794,1228331,2571960,2494395,1133665,1839554,2048370,147202,483247,6560372,521043,1408851,730021,8985436,4556449,2720988,8341472,2518522,1133032,17453216,2062165,1419288,1210702,710316,3300666,821056,17975556,3383430,400042,873358,4202714,509490,12593425,3057170,710243,724712,1055040,2787344,1598407,241942,5738965,41177683,12799944,1704193,578309,1062920,1908098,600369,3726050,10740492,1435274
2026-04-09,798163,3907336,14777055,888799,9231415,357086,1069789,9302614,1230691,2576900,2499185,1135845,1843084,2052300,147482,484177,6572962,522043,1411551,731421,9002676,4565189,2726208,8357482,2523352,1135202,17486706,2066125,1422008,1213022,711676,3306996,822636,18010046,3389920,400812,875038,4210774,510470,12617595,3063040,711603,726102,1057060,2792694,1601477,242402,5749975,41256703,12824504,1707463,579419,1064960,1911758,601519,3733200,10761102,1438024
