date,pool_shares,tjx_shares,azo_shares,gm_shares,nvr_shares,tpr_shares,len_shares,rost_shares,phm_shares,mgm_shares,gpc_shares,wynn_shares,f_shares,cvna_shares,bkng_shares,rl_shares,grmn_shares,nclh_shares,sbux_shares,dash_shares,expe_shares,cmg_shares,ccl_shares,aptv_shares,dhi_shares,yum_shares,mar_shares,nke_shares,dpz_shares,hd_shares,has_shares,deck_shares,mcd_shares,bby_shares,lulu_shares,lvs_shares,rcl_shares,tsla_shares,dri_shares,tsco_shares,abnb_shares,orly_shares,ulta_shares,low_shares,ebay_shares,wsm_shares,amzn_shares,hlt_shares
2025-03-31,215956,6374537,95229,5646852,16983,1174888,1325226,1872363,1148975,1269633,789056,508378,22091133,,187798,226360,871796,2495457,6431180,1925397,699925,7691780,5946306,1302127,1609531,1583789,1298642,6703801,196018,3995271,744198,861378,2982218,1104152,635904,1950214,1405201,11254470,664822,3031687,2456597,326208,263150,3201812,2718361,698653,22943611,1365494
2025-04-01,215956,6374537,95229,5646852,16983,1174888,1325226,1872363,1148975,1269633,789056,508378,22091133,,187798,226360,871796,2495457,6431180,1925397,699925,7691780,5946306,1302127,1609531,1583789,1298642,6703801,196018,3995271,744198,861378,2982218,1104152,635904,1950214,1405201,11254470,664822,3031687,2456597,326208,263150,3201812,2718361,698653,22943611,1365494
2025-04-03,212104,6264545,93537,5545764,16695,1153864,1301502,1838847,1128419,1246917,774944,499270,21695673,,184450,222292,856172,2450781,6329600,1890945,687397,7554080,5839854,1278835,1580731,1555421,1275386,6583813,192526,3923739,730878,845970,2928830,1084388,624528,1915294,1380037,11052978,652906,2977435,2412605,320376,258434,3146664,2669689,686161,22534915,1341050
2025-04-07,207289,6121805,91422,5419404,16335,1127584,1271847,1796952,1102724,1218522,757304,487885,21201348,,180265,217207,836642,2394936,6185375,1847880,671737,7381955,5706789,1249720,1544731,1519961,1246316,6433828,188161,3834324,714228,826710,2862095,1059683,610308,1871644,1348582,10801113,638011,2909620,2357615,313086,252539,3074979,2608849,670546,22021420,1310495
2025-04-16,209857,6197933,92550,5486796,16527,1141600,1287663,1819296,1116428,1233666,766712,493957,21465001,,182497,219919,847071,2424720,6262305,1870848,680089,7473755,5777757,1265248,1563931,1538873,1261820,6513820,190489,3882012,723108,836982,2897687,1072859,617892,1894924,1365358,10936741,645955,2945803,2386943,316974,255683,3113211,2641297,678874,22295284,1326791
2025-04-22,209857,6197933,92550,5486796,16527,1141600,1287663,1819296,1116428,1233666,766712,493957,21465001,,182497,219919,847071,2424720,6262305,1870848,680089,7473755,5777757,1265247,1563931,1538873,1261820,6513828,190489,3882012,723108,836982,2897687,1072859,617892,1894924,1365358,10936741,645955,2945802,2386943,316974,255683,3113211,2641297,678874,22295284,1326791
2025-04-23,210820,6226481,92973,5512068,16599,1146856,1293594,1827675,1121567,1239345,770240,496234,21563866,,183334,220936,850977,2435889,6291159,1879461,683221,7508180,5804370,1271079,1571131,1545965,1267634,6543825,191362,3899895,726438,840834,2911034,1077800,620736,1903654,1371649,10987114,648934,2959374,2397941,318432,256862,3127548,2653465,681997,22397983,1332902
2025-04-25,210820,6226481,92973,5512068,16599,1146856,1293594,1827675,1121567,1239345,770240,496234,21563866,,183334,220936,850977,2435889,6291159,1879461,683221,7508180,5804370,1271079,1571131,1545965,1267634,6543825,191362,3899895,726438,840834,2911034,1077800,620736,1903654,1371649,10987114,648934,2959374,2397941,318432,256862,3127548,2653465,681997,22397983,1332902
2025-04-28,210071,6204270,92644,5492405,16543,1142768,1288981,1821158,1117570,1234928,767496,494463,21486957,,182683,220145,847939,2427202,6268717,1872755,680785,7481398,5783671,1266543,1565524,1540449,1263112,6520487,190683,3886386,723848,837838,2900653,1073957,618524,1896864,1366756,10947921,646617,2948818,2389387,317298,255945,3116390,2644001,679568,22319192,1328149
2025-05-13,210285,6211416,92738,5498027,16559,1143936,1290299,1823020,1118712,1236190,768280,494969,21508931,,182869,220371,848807,2429684,6276429,1874671,681481,7489050,5789591,1267839,1567126,1542025,1264404,6527155,190877,3890360,724588,838694,2903619,1075055,619156,1898804,1368154,10959519,647279,2951834,2391831,317622,256207,3119578,2646705,680262,22342824,1329507
2025-05-14,210285,6211416,92738,5498027,16559,1143936,1290299,1823020,1118712,1236190,768280,494969,21508931,,182869,220371,848807,2429684,6276429,1874671,681481,7489050,5789591,1267839,1567126,1542025,1264404,6527155,190877,3890360,724588,838694,2903619,1075055,619156,1898804,1368154,10959519,647279,2951834,2391831,317622,256207,3119578,2646705,680262,22342824,1329507
2025-05-16,210285,6211416,92738,5498027,16559,1143936,1290299,1823020,1118712,1236190,768280,494969,21508931,,182869,220371,848807,2429684,6276429,1874671,681481,7489050,5789591,1267839,1567126,1542025,1264404,6527155,190877,3890360,724588,838694,2903619,1075055,619156,1898804,1368154,10959519,647279,2951834,2391831,317622,256207,3119578,2646705,680262,22342824,1329507
2025-05-19,210285,6211416,92738,5498027,16559,1143936,1290299,1823020,1118712,1236190,768280,494969,21508931,,182869,220371,848807,2429684,6276429,1874671,681481,7489050,5789591,1267839,1567126,1542025,1264404,6527155,190877,3890360,724588,838694,2903619,1075055,619156,1898804,1368154,10959519,647279,2951834,2391831,317622,256207,3119578,2646705,680262,22342824,1329507
2025-05-20,210285,6211416,92738,5498027,16559,1143936,1290299,1823020,1118712,1236190,768280,494969,21508931,,182869,220371,848807,2429684,6276429,1874671,681481,7489050,5789591,1267839,1567126,1542025,1264404,6527155,190877,3890360,724588,838694,2903619,1075055,619156,1898804,1368154,10959519,647279,2951834,2391831,317622,256207,3119578,2646705,680262,22342824,1329507
2025-05-21,215449,6364244,95009,5633047,16935,1171983,1321993,1867842,1146185,1266580,787131,507113,22037327,,187374,225791,869696,2489339,6430720,1920652,698237,7673028,5931857,1298973,1605613,1579923,1295468,6687399,195497,3986105,742378,859245,2975312,1101440,634305,1945456,1401742,11229119,663210,3024259,2450667,325426,262534,3196675,2711781,696911,22892149,1362120
2025-07-07,218359,6484801,97164,5584201,16982,1206306,1348571,1909931,1164118,1201326,806118,511148,22685041,,181708,231647,894651,2595142,6600431,1991431,706260,7825751,6098289,1264618,1605748,1614475,1320398,6842651,198880,4090598,765061,881533,3292036,1118856,642032,1969969,1451090,11532824,679710,3079522,2506828,4965046,262228,3250880,2677577,714060,23812057,1380607
2025-07-08,218359,6484801,97164,5584201,16982,1206306,1348571,1909931,1164118,1201326,806118,511148,22685041,,181708,231647,894651,2595142,6600431,1991431,706260,7825751,6098289,1264618,1605748,1614475,1320398,6842651,198880,4090598,765061,881533,3292036,1118856,642032,1969969,1451090,11532824,679710,3079522,2506828,4965046,262228,3250880,2677577,714060,23812057,1380607
2025-07-09,216769,6437581,96459,5543536,16862,1197516,1338746,1896026,1155643,1192581,800253,507428,22519861,,180388,229967,888141,2576242,6552371,1976926,701115,7768766,6053889,1255408,1594063,1602715,1310783,6792821,197425,4060808,759496,875113,3268066,1110711,637352,1955629,1440530,11448854,674760,3057097,2488573,4928896,260323,3227210,2658077,708855,23638672,1370557
2025-07-10,216451,6428137,96318,5535403,16838,1195758,1336781,1893245,1153948,1190832,799080,506684,22486825,,180124,229631,886839,2572462,6542759,1974025,700086,7757369,6045009,1253566,1591726,1600363,1308860,6782855,197134,4054850,758383,873829,3263272,1109082,636416,1952761,1438418,11432060,673770,3052612,2484922,4921666,259942,3222476,2654177,707814,23603995,1368547
2025-07-11,216875,6440729,96506,5546247,16870,1198102,1339401,1896953,1156208,1193164,800644,507676,22530873,,180476,230079,888575,2577502,6555575,1977893,701458,7772565,6056849,1256022,1594842,1603499,1311424,6796143,197522,4062794,759867,875541,3269664,1111254,637664,1956585,1441234,11454452,675090,3058592,2489790,4931306,260450,3228788,2659377,709202,23650231,1371227
2025-07-14,217087,6447025,96600,5551669,16886,1199274,1340711,1898807,1157338,1194330,801426,508172,22552899,,180652,230303,889443,2580022,6561983,1979827,702144,7780163,6062769,1257250,1596402,1605067,1312706,6802787,197716,4066766,760609,876397,3272860,1112340,638288,1958497,1442642,11465650,675750,3061582,2492224,4936126,260704,3231944,2661977,709896,23673351,1372567
2025-07-15,217405,6456469,96741,5559802,16910,1201032,1342676,1901588,1159033,1196079,802599,508916,22585938,,180916,230639,890745,2583802,6571595,1982728,703173,7791560,6071649,1259092,1598742,1607419,1314629,6812753,198007,4072724,761722,877681,3277654,1113969,639224,1961365,1444754,11482447,676740,3066067,2495875,4943356,261085,3236678,2665877,710937,23708031,1374577
2025-07-16,217723,6465913,96882,5567935,16934,1202790,1344641,1904369,1160728,1197828,803772,509660,22618974,,181180,230975,892047,2587582,6581207,1985629,704202,7802957,6080529,1260934,1601082,1609771,1316552,6822719,198298,4078682,762835,878965,3282448,1115598,640160,1964233,1446866,11499244,677730,3070552,2499526,4950586,261466,3241412,2669777,711978,23742711,1376587
2025-07-17,215179,6390361,95754,5502871,16742,1188726,1328921,1882121,1147168,1183836,794388,503708,22354686,,179068,228287,881631,2557342,6504311,1962421,695970,7711781,6009489,1246198,1582362,1590955,1301168,6742991,195970,4031018,753931,868693,3244096,1102566,632672,1941289,1429970,11364868,669810,3034672,2470318,4892746,258418,3203540,2638577,703650,23465271,1360507
2025-07-18,215709,6406101,95989,5516426,16782,1191656,1332196,1886756,1149993,1186751,796343,504948,22409746,,179508,228847,883801,2563642,6520331,1967256,697685,7730776,6024289,1249268,1586262,1594875,1304373,6759601,196455,4040948,755786,870833,3252086,1105281,634232,1946069,1433490,11392863,671460,3042147,2476403,4904796,259053,3211430,2645077,705385,23523071,1363857
2025-07-21,215497,6399805,95895,5511004,16766,1190484,1330886,1884902,1148863,1185585,795561,504452,22387722,,179332,228623,882933,2561122,6513923,1965322,696999,7723178,6018369,1248040,1584702,1593307,1303091,6752957,196261,4036976,755044,869977,3248890,1104195,633608,1944157,1432082,11381665,670800,3039157,2473969,4899976,258799,3208274,2642477,704691,23499951,1362517
2025-07-22,215285,6393509,95801,5505582,16750,1189312,1329576,1883048,1147733,1184419,794779,503956,22365696,,179156,228399,882065,2558602,6507515,1963388,696313,7715580,6012449,1246812,1583142,1591739,1301809,6746313,196067,4033004,754302,869121,3245694,1103109,632984,1942245,1430674,11370467,670140,3036167,2471535,4895156,258545,3205118,2639877,703997,23476831,1361177
2025-07-23,215497,6399805,95895,5511004,16766,1190484,1330886,1884902,1148863,1185585,795561,504452,22387722,,179332,228623,882933,2561122,6513923,1965322,696999,7723178,6018369,1248040,1584702,1593307,1303091,6752957,196261,4036976,755044,869977,3248890,1104195,633608,1944157,1432082,11381665,670800,3039157,2473969,4899976,258799,3208274,2642477,704691,23499951,1362517
2025-07-24,214755,6378815,95579,5493010,16710,1186382,1326565,1878746,1145133,1181504,792824,502716,22314630,,178741,227839,880051,2552302,6492568,1958890,694740,7697902,5998773,1243742,1579528,1588113,1298829,6730841,195582,4023725,752447,866981,3238229,1100394,631557,1937465,1427384,11344269,668623,3029265,2465880,4883926,257910,3197752,2633865,702413,23422732,1358056
2025-07-25,213271,6334729,94921,5455056,16598,1178178,1317395,1865768,1137223,1173342,787350,499244,22160434,,177509,226271,873975,2534662,6447698,1945352,689938,7644702,5957319,1235146,1568608,1577137,1289855,6684333,194224,3995921,747253,860989,3215857,1092792,627189,1924081,1417514,11265869,664003,3008335,2448842,4850172,256132,3175660,2615665,697555,23260864,1348676
2025-07-28,212741,6318984,94686,5441501,16558,1175248,1314120,1861133,1134398,1170427,785395,498004,22105364,,177069,225711,871805,2528362,6431673,1940517,688223,7625702,5942514,1232076,1564708,1573217,1286650,6667723,193739,3985991,745398,858849,3207867,1090077,625629,1919301,1413989,11237869,662353,3000860,2442757,4838117,255497,3167770,2609165,695820,23203059,1345326
2025-07-29,212741,6318984,94686,5441501,16558,1175248,1314120,1861133,1134398,1170427,785395,498004,22105364,,177069,225711,871805,2528362,6431673,1940517,688223,7625702,5942514,1232076,1564708,1573217,1286650,6667723,193739,3985991,745398,858849,3207867,1090077,625629,1919301,1413989,11237869,662353,3000860,2442757,4838117,255497,3167770,2609165,695820,23203059,1345326
2025-07-30,212741,6318984,94686,5441501,16558,1175248,1314120,1861133,1134398,1170427,785395,498004,22105364,,177069,225711,871805,2528362,6431673,1940517,688223,7625702,5942514,1232076,1564708,1573217,1286650,6667723,193739,3985991,745398,858849,3207867,1090077,625629,1919301,1413989,11237869,662353,3000860,2442757,4838117,255497,3167770,2609165,695820,23203059,1345326
2025-07-31,213059,6328431,94827,5449634,16582,1177006,1316085,1863914,1136093,1172176,786568,498748,22138406,,177333,226047,873107,2532142,6441288,1943418,689252,7637102,5951397,1233918,1567048,1575569,1288573,6677689,194030,3991949,746511,860133,3212661,1091706,626565,1922169,1416104,11254669,663343,3005345,2446408,4845350,255878,3172504,2613065,696861,23237742,1347336
2025-08-01,209561,6224514,93276,5360171,16318,1157668,1294470,1833323,1117448,1152937,773665,490564,21774944,,174429,222351,858785,2490562,6335523,1911507,677933,7511702,5853684,1213656,1541308,1549697,1267420,6568063,190829,3926411,734268,846009,3159927,1073787,616269,1890621,1392839,11069902,652453,2956010,2406247,4765787,251687,3120430,2570165,685410,22856229,1325226
2025-08-04,210303,6246557,93605,5379148,16374,1161770,1299055,1839812,1121403,1157018,776402,492300,21852042,,175045,223135,861823,2499382,6357958,1918276,680334,7538302,5874411,1217954,1546768,1555185,1271907,6591317,191508,3940313,736865,849005,3171113,1077588,618453,1897313,1397774,11109095,654763,2966475,2414766,4782664,252576,3131476,2579265,687839,22937156,1329916
2025-08-05,210727,6259153,93793,5389992,16406,1164114,1301675,1843520,1123663,1159350,777966,493292,21896098,,175397,223583,863559,2504422,6370778,1922144,681706,7553502,5886255,1220410,1549888,1558321,1274471,6604605,191896,3948257,738349,850717,3177505,1079760,619701,1901137,1400594,11131491,656083,2972455,2419634,4792308,253084,3137788,2584465,689227,22983400,1332596
2025-08-06,211151,6271749,93981,5400836,16438,1166458,1304295,1847228,1125923,1161682,779530,494284,21940154,,175749,224031,865295,2509462,6383598,1926012,683078,7568702,5898099,1222866,1553008,1561457,1277035,6617893,192284,3956201,739833,852429,3183897,1081932,620949,1904961,1403414,11153891,657403,2978435,2424502,4801952,253592,3144100,2589665,690615,23029648,1335276
2025-08-07,210833,6262302,93840,5392703,16414,1164700,1302330,1844447,1124228,1159933,778357,493540,21907112,,175485,223695,863993,2505682,6373983,1923111,682049,7557302,5889216,1221024,1550668,1559105,1275112,6607927,191993,3950243,738720,851145,3179103,1080303,620013,1902093,1401299,11137091,656413,2973950,2420851,4794719,253211,3139366,2585765,689574,22994962,1333266
2025-08-08,210621,6256004,93746,5387281,16398,1163528,1301020,1842593,1123098,1158767,777575,493044,21885082,,175309,223471,863125,2503162,6367573,1921177,681363,7549702,5883294,1219796,1549108,1557537,1273830,6601283,191799,3946271,737978,850289,3175907,1079217,619389,1900179,1399889,11125891,655753,2970960,2418417,4789897,252957,3136210,2583165,688880,22971838,1331926
2025-08-11,209985,6237110,93464,5371015,16350,1160012,1297090,1837031,1119708,1155269,775229,491556,21818992,,174781,222799,860521,2495602,6348343,1915375,679305,7526902,5865528,1216112,1544428,1552833,1269984,6581351,191217,3934355,735752,847721,3166319,1075959,617517,1894437,1395659,11092291,653773,2961990,2411115,4775431,252195,3126742,2575365,686798,22902466,1327906
2025-08-12,209985,6237110,93464,5371015,16350,1160012,1297090,1837031,1119708,1155269,775229,491556,21818992,,174781,222799,860521,2495602,6348343,1915375,679305,7526902,5865528,1216112,1544428,1552833,1269984,6581351,191217,3934355,735752,847721,3166319,1075959,617517,1894437,1395659,11092291,653773,2961990,2411115,4775431,252195,3126742,2575365,686798,22902466,1327906
2025-08-13,210197,6243408,93558,5376439,16366,1161184,1298400,1838885,1120838,1156435,776011,492052,21841024,,174957,223023,861389,2498122,6354753,1917309,679991,7534502,5871450,1217340,1545988,1554401,1271266,6587997,191411,3938327,736496,848577,3169517,1077045,618141,1896351,1397069,11103491,654433,2964980,2413549,4780253,252449,3129900,2577965,687492,22925592,1329246
2025-08-14,210939,6265451,93887,5395423,16422,1165286,1302985,1845374,1124793,1160516,778748,493788,21918136,,175573,223807,864427,2506942,6377188,1924078,682392,7561102,5892177,1221638,1551448,1559889,1275753,6611258,192090,3952229,739100,851573,3180710,1080846,620325,1903050,1402004,11142691,656743,2975445,2422068,4797130,253338,3140953,2587065,689921,23006533,1333936
2025-08-15,210515,6255650,93699,5384575,16390,1162942,1300365,1841666,1122533,1158184,777184,492796,21874072,,175286,223359,862691,2501902,6367540,1921248,681020,7545902,5880333,1219182,1548328,1556753,1273991,6601434,191702,3945793,737612,849861,3175648,1078674,619077,1899222,1399987,11124116,655423,2969465,2417200,4790060,252830,3136022,2581865,688533,22967998,1332061
2025-08-18,211045,6271400,93934,5398135,16430,1165872,1303640,1846306,1125358,1161099,779144,494036,21929162,,175726,223924,864866,2508202,6383570,1926083,682735,7564907,5895143,1222252,1552228,1560673,1277196,6618049,192187,3955728,739472,852001,3183643,1081389,620637,1904007,1403512,11152121,657073,2976945,2423290,4802115,253465,3143917,2588365,690268,23025823,1335416
2025-08-19,211363,6280850,94075,5406274,16454,1167630,1305605,1849090,1127053,1162851,780320,494780,21962219,,175990,224263,866171,2511985,6393188,1928984,683764,7576310,5904029,1224094,1554568,1563025,1279119,6628021,192478,3961689,740588,853285,3188440,1083018,621573,1906878,1405627,11168927,658063,2981433,2426944,4809351,253846,3148654,2592268,691309,23060524,1337429
2025-08-20,211045,6271400,93934,5398135,16430,1165872,1303640,1846306,1125358,1161099,779144,494036,21929162,,175726,223924,864866,2508202,6383570,1926083,682735,7564907,5895143,1222252,1552228,1560673,1277196,6618049,192187,3955728,739472,852001,3183643,1081389,620637,1904007,1403512,11152121,657073,2976945,2423290,4802115,253465,3143917,2588365,690268,23025823,1335416
2025-08-21,211575,6287150,94169,5411700,16470,1168802,1306915,1850946,1128183,1164019,781104,495276,21984269,,176166,224489,867041,2514507,6399600,1930918,684450,7583924,5909953,1225322,1556128,1564593,1280401,6634669,192672,3965663,741332,854141,3191638,1084116,622197,1908792,1407037,11180131,658723,2984425,2429380,4814175,254100,3151812,2594870,692003,23083658,1338771
2025-08-22,213271,6337550,94952,5457229,16598,1178910,1317923,1866510,1137239,1173363,787376,499244,22169315,,177574,226297,874324,2534683,6450896,1946390,689938,7647804,5959703,1235146,1569243,1577769,1290657,6687853,194371,3997455,747284,860989,3217222,1092820,627189,1924104,1418317,11270393,664003,3009536,2449830,4852767,256266,3177076,2616707,697555,23270219,1349507
2025-08-25,212105,6302900,94435,5427386,16510,1172464,1310718,1856302,1131013,1166939,783064,496516,22048095,,176606,225054,869539,2520812,6415630,1935753,686165,7605982,5927121,1228392,1560663,1569145,1283606,6651289,193304,3975598,743192,856281,3199633,1086836,623757,1913577,1410562,11208771,660373,2993080,2436432,4826235,254869,3159707,2602396,693738,23142982,1342126
2025-08-26,212105,6302900,94435,5427386,16510,1172464,1310718,1856302,1131013,1166939,783064,496516,22048095,,176606,225054,869539,2520812,6415630,1935753,686165,7605982,5927121,1228392,1560663,1569145,1283606,6651289,193304,3975598,743192,856281,3199633,1086836,623757,1913577,1410562,11208771,660373,2993080,2436432,4826235,254869,3159707,2602396,693738,23142982,1342126
2025-08-27,211681,6290300,94247,5416534,16478,1170120,1308098,1852590,1128749,1164603,781496,495524,22004015,,176254,224602,867799,2515768,6402806,1931885,684793,7590774,5915269,1225936,1557543,1566009,1281042,6637993,192916,3967650,741704,854569,3193237,1084660,622509,1909749,1407742,11186359,659053,2987096,2431560,4816587,254361,3153391,2597192,692350,23096710,1339442
2025-08-28,212529,6315500,94623,5438238,16542,1174808,1313338,1860014,1133277,1169275,784632,497508,22092175,,176958,225506,871279,2525856,6428454,1939621,687537,7621190,5938973,1230848,1563783,1572281,1286170,6664585,193692,3983546,744680,857993,3206029,1089012,625005,1917405,1413382,11231183,661693,2999064,2441304,4835883,255377,3166023,2607600,695126,23189254,1344810
2025-08-29,212529,6315500,94623,5438238,16542,1174808,1313338,1860014,1133277,1169275,784632,497508,22092175,,176958,225506,871279,2525856,6428454,1939621,687537,7621190,5938973,1230848,1563783,1572281,1286170,6664585,193692,3983546,744680,857993,3206029,1089012,625005,1917405,1413382,11231183,661693,2999064,2441304,4835883,255377,3166023,2607600,695126,23189254,1344810
2025-09-02,214094,6357148,95252,5474409,16646,1182426,1321853,1872391,1141284,1176867,790330,501169,22235447,,178129,227131,876934,2544489,6470144,1952192,692401,7671883,5977492,1239850,1573923,1582473,1294503,6707797,194953,4010048,750141,864265,3227226,1096986,629444,1931370,1422547,11305697,666375,3018512,2457542,4867239,257028,3186888,2624513,700058,23343072,1353533
2025-09-03,214518,6369756,95440,5485265,16678,1184770,1324473,1876103,1143548,1179203,791898,502161,22279547,,178481,227583,878674,2549533,6482976,1956064,693773,7687095,5989348,1242310,1577043,1585613,1297071,6721101,195341,4018000,751629,865977,3233626,1099162,630692,1935198,1425367,11328117,667695,3024500,2462414,4876891,257536,3193208,2629717,701446,23389364,1356217
2025-09-04,217698,6464316,96850,5566685,16918,1202350,1344123,1903943,1160528,1196723,803658,509601,22610297,,181121,230973,891724,2587363,6579216,1985104,704063,7801185,6078268,1260760,1600443,1609163,1316331,6820881,198251,4077640,762789,878817,3281626,1115482,640052,1963908,1446517,11496267,677595,3069410,2498954,4949281,261346,3240608,2668747,711856,23736554,1376347
2025-09-05,217804,6467469,96897,5569400,16926,1202937,1344779,1904872,1161094,1197307,804050,509850,22621326,,181209,231086,892159,2588625,6582425,1986072,704406,7804990,6081233,1261375,1601224,1609948,1316973,6824208,198348,4079629,763161,879246,3283227,1116026,640364,1964866,1447223,11501874,677925,3070907,2500173,4951695,261473,3242189,2670049,712203,23748131,1377018
2025-09-08,217486,6459289,96785,5562364,16918,1201176,1343330,1902471,1159396,1195555,802874,509103,22596517,,180995,230747,891171,2584839,6574514,1983618,703377,7795152,6074600,1259530,1599477,1608185,1315047,6815802,198057,4074477,762045,877959,3279079,1114394,639428,1961992,1445396,11487333,676932,3067565,2497029,4945563,261215,3238091,2667137,711162,23718108,1375203
2025-09-09,217486,6459289,96785,5562364,16918,1201176,1343330,1902471,1159396,1195555,802874,509103,22596517,,180995,230747,891171,2584839,6574514,1983618,703377,7795152,6074600,1259530,1599477,1608185,1315047,6815802,198057,4074477,762045,877959,3279079,1114394,639428,1961992,1445396,11487333,676932,3067565,2497029,4945563,261215,3238091,2667137,711162,23718108,1375203
2025-09-10,217274,6452983,96691,5556934,16902,1200002,1342018,1900613,1158264,1194387,802090,508605,22574455,,180819,230521,890301,2582315,6568094,1981682,702691,7787542,6068670,1258300,1597915,1606615,1313763,6809148,197863,4070499,761301,877101,3275877,1113306,638804,1960076,1443984,11476117,676270,3064571,2494591,4940735,260959,3234929,2664533,710468,23694950,1373861
