date,mco_shares,pfg_shares,fisv_shares,aig_shares,ntrs_shares,fitb_shares,aiz_shares,ndaq_shares,syf_shares,all_shares,gl_shares,hig_shares,schw_shares,gpn_shares,tfc_shares,hood_shares,cof_shares,rf_shares,mtb_shares,bro_shares,fis_shares,msci_shares,pru_shares,pypl_shares,brk_b_shares,rjf_shares,cfg_shares,cboe_shares,ajg_shares,cb_shares,wrb_shares,acgl_shares,blk_shares,kkr_shares,bk_shares,erie_shares,v_shares,pnc_shares,jpm_shares,cinf_shares,ares_shares,eg_shares,bac_shares,fds_shares,ma_shares,bx_shares,pgr_shares,ivz_shares,coin_shares,jkhy_shares,cpay_shares,usb_shares,xyz_shares,ms_shares,ice_shares,aon_shares,met_shares,afl_shares,key_shares,axp_shares,stt_shares,ibkr_shares,wfc_shares,gs_shares,spgi_shares,cme_shares,l_shares,trv_shares,c_shares,amp_shares,apo_shares,ben_shares,trow_shares,wtw_shares,mrsh_shares,hban_shares
2025-03-31,1147361,1559621,,4397495,1452488,4964786,380187,3067046,2881227,1964036,622131,2131542,12630319,1835376,9753340,,2825337,6737228,1229773,1758964,3925965,575470,2623830,7331975,13585263,1366861,3239857,775891,1885126,2762024,2225381,2778370,1079053,5003254,5319223,184820,12773068,2934646,20723998,1159142,,,49076252,281858,6036248,5424871,4341900,3320375,,540256,516650,11562280,,9171279,4258565,1602947,4290903,3668483,7382923,4113498,2138010,,24376379,2312827,2334741,2670767,1309464,1680406,13912495,712984,3313021,2297476,1650167,739663,,10774726
2025-04-01,1147361,1559621,,4397495,1452488,4964786,380187,3067046,2881227,1964036,622131,2131542,12630319,1835376,9753340,,2825337,6737228,1229773,1758964,3925965,575470,2623830,7331975,13585263,1366861,3239857,775891,1885126,2762024,2225381,2778370,1079053,5003254,5319223,184820,12773068,2934646,20723998,1159142,,,49076252,281858,6036248,5424871,4341900,3320375,,540256,516650,11562280,,9171279,4258565,1602947,4290903,3668483,7382923,4113498,2138010,,24376379,2312827,2334741,2670767,1309464,1680406,13912495,712984,3313021,2297476,1650167,739663,,10774726
2025-04-03,1151966,1566046,,4415647,1458458,4985055,381665,3079754,2893096,1972181,624761,2140355,12681987,1842724,9793139,,2836893,6764732,1234762,1766199,3941984,577958,2634476,7361938,13640797,1372447,3253133,779018,1892987,2773267,2234478,2789884,1083445,5023765,5340999,185659,12825333,2946557,20808658,1163918,,,49276854,283052,6060811,5447002,4359639,3334035,,542502,518825,11609529,,9208590,4275920,1609414,4308402,3683550,7413028,4130356,2146823,,24475962,2322208,2344193,2681826,1314837,1687357,13969465,715898,3326510,2306957,1656776,742819,,10818875
2025-04-07,1137441,1546221,,4359847,1440008,4922030,376815,3040854,2856571,1947256,616811,2113330,12521687,1819424,9669489,,2800993,6679395,1219137,1743924,3892109,570658,2601126,7268863,13468347,1355097,3212033,769143,1869062,2738292,2206253,2754634,1069745,4960290,5273399,183284,12663108,2909282,20545608,1149218,,,48654130,279502,5984186,5378127,4304464,3291935,,535652,512250,11462854,,9092378,4221845,1589039,4253977,3637075,7319466,4078106,2119698,,24166650,2292783,2314493,2647951,1298212,1665982,13792815,706848,3284548,2277832,1635851,733419,,10682150
2025-04-16,1129906,1535946,,4330803,1430418,4889287,374349,3020578,2837528,1934241,612701,2099219,12438203,1807368,9605099,,2782361,6634870,1211054,1732279,3866216,566822,2583864,7220502,13378894,1346055,3190661,764074,1856595,2720071,2191594,2736276,1062621,4927273,5238327,182051,12578853,2889965,20408882,1141546,,,48330262,277584,5944319,5342370,4275831,3270015,,532090,508825,11386545,,9031824,4193760,1578490,4225618,3612826,7270694,4050980,2105587,,24005812,2277576,2299149,2630278,1289581,1654885,13701025,702190,3262628,2262625,1625028,728487,,10611047
2025-04-22,1112526,1512246,,4263811,1408298,4813763,368661,2973810,2793604,1904221,603221,2066671,12245759,1779560,9456579,,2739385,6532170,1192410,1705419,3806492,557974,2544048,7108954,13171914,1325199,3141365,752382,1827839,2678043,2157782,2693932,1046189,4851117,5157431,179207,12384513,2845409,20093198,1123850,,,47582922,273160,5852363,5259894,4209787,3219455,,523874,500925,11210533,,8892152,4128980,1554158,4160206,3556894,7158198,3988412,2073039,,23634833,2242500,2263757,2589514,1269673,1629289,13489305,691446,3212068,2227549,1599748,717111,,10447043
2025-04-23,1113901,1514121,,4269111,1410048,4819738,369111,2977510,2797079,1906596,603971,2069246,12260984,1781760,9468329,,2742785,6540295,1193885,1707544,3811217,558674,2547198,7117779,13188289,1326849,3145265,753307,1830114,2681368,2160457,2697282,1047489,4857142,5163831,179432,12399888,2848934,20118173,1125250,,,47642047,273510,5859638,5266419,4215012,3223455,,524524,501550,11224458,,8903202,4134105,1556083,4165381,3561319,7167098,3993362,2075614,,23664208,2245275,2266557,2592739,1271248,1631314,13506055,692296,3216068,2230324,1601748,718011,,10460018
2025-04-25,1113901,1514121,,4269111,1410048,4819738,369111,2977510,2797079,1906596,603971,2069246,12260984,1781760,9468329,,2742785,6540295,1193885,1707544,3811217,558674,2547198,7117779,13188289,1326849,3145265,753307,1830114,2681368,2160457,2697282,1047489,4857142,5163831,179432,12399888,2848934,20118173,1125250,,,47642047,273510,5859638,5266419,4215012,3223455,,524524,501550,11224458,,8903202,4134105,1556083,4165381,3561319,7167098,3993362,2075614,,23664208,2245275,2266557,2592739,1271248,1631314,13506055,692296,3216068,2230324,1601748,718011,,10460018
2025-04-28,1119566,1521846,,4290947,1417258,4844355,370965,2992754,2811396,1916381,607061,2079855,12323711,1790824,9516739,,2756793,6573770,1199962,1716299,3830684,561558,2560176,7154138,13255754,1333647,3161333,757118,1839487,2695067,2171478,2711084,1052845,4881965,5190199,180359,12463233,2863457,20221070,1131018,,,47885642,274952,5889611,5293302,4236539,3239935,,527202,504125,11281829,,8948728,4155220,1564014,4186702,3579550,7203766,4013756,2086223,,23785233,2256708,2278093,2606026,1277737,1639657,13575065,695798,3232548,2241757,1609988,721719,,10513475
2025-05-13,1108511,1506771,,4248335,1403188,4796316,367347,2963006,2783457,1897286,601031,2059152,12201302,1773136,9422269,,2729457,6508445,1188103,1699214,3792695,555930,2534850,7083185,13124099,1320381,3129977,749681,1821196,2668334,2149971,2684150,1042393,4833524,5138743,178550,12339567,2835116,20020271,1119762,,,47410277,272138,5831120,5240841,4194530,3207775,,521976,499100,11169872,,8859886,4114015,1548537,4145095,3543973,7132210,3973958,2065520,,23549058,2234397,2255380,2580097,1265074,1623376,13440344,688964,3200388,2219446,1593908,714483,,10409156
2025-05-14,1108511,1506771,,4248335,1403188,4796316,367347,2963006,2783457,1897286,601031,2059152,12201302,1773136,9422269,,2729457,6508445,1188103,1699214,3792695,555930,2534850,7083185,13124099,1320381,3129977,749681,1821196,2668334,2149971,2684150,1042393,4833524,5138743,178550,12339567,2835116,20020271,1119762,,,47410277,272138,5831120,5240841,4194530,3207775,,521976,499100,11169872,,8859886,4114015,1548537,4145095,3543973,7132210,3973958,2065520,,23549058,2234397,2255380,2580097,1265074,1623376,13440344,688964,3200388,2219446,1593908,714483,,10409156
2025-05-16,1103176,1499496,,4227771,1396398,4773133,365601,2948650,2769974,1888071,598121,2049161,12142229,1764624,9376679,,2716265,6476920,1182380,1690969,3774362,553214,2522652,7048968,13060564,1313979,3114845,746092,1812369,2655433,2139592,2671152,1037349,4810147,5113935,177677,12279815,2821463,19923382,1114330,,,47180986,270780,5802893,5215614,4174257,3192255,,519454,496675,11115867,,8817012,4094130,1541068,4125016,3526804,7097678,3954752,2055529,,23435107,2223654,2244419,2567584,1258963,1615519,13375257,685666,3184868,2208679,1586148,710991,,10358837
2025-05-19,1108511,1506771,,4248335,1403188,4796316,367347,2963006,2783457,1897286,601031,2059152,12201302,1773136,9422269,,2729457,6508445,1188103,1699214,3792695,555930,2534850,7083185,13124099,1320381,3129977,749681,1821196,2668334,2149971,2684150,1042393,4833524,5138743,178550,12339567,2835116,20020271,1119762,,,47410277,272138,5831120,5240841,4194530,3207775,,521976,499100,11169872,,8859886,4114015,1548537,4145095,3543973,7132210,3973958,2065520,,23549058,2234397,2255380,2580097,1265074,1623376,13440344,688964,3200388,2219446,1593908,714483,,10409156
2025-05-20,1108511,1506771,,4248335,1403188,4796316,367347,2963006,2783457,1897286,601031,2059152,12201302,1773136,9422269,,2729457,6508445,1188103,1699214,3792695,555930,2534850,7083185,13124099,1320381,3129977,749681,1821196,2668334,2149971,2684150,1042393,4833524,5138743,178550,12339567,2835116,20020271,1119762,,,47410277,272138,5831120,5240841,4194530,3207775,,521976,499100,11169872,,8859886,4114015,1548537,4145095,3543973,7132210,3973958,2065520,,23549058,2234397,2255380,2580097,1265074,1623376,13440344,688964,3200388,2219446,1593908,714483,,10409156
2025-05-21,1078871,1466471,,4134954,1365628,4668315,357503,2884033,2709256,1846837,584991,2004339,11876406,1725656,9171142,,4439554,6334971,1156331,1654045,3691594,541006,2466966,6894307,12774207,1285364,3046540,729585,1772779,2597181,2092415,2612589,1014577,4704511,5001630,173778,12010487,2759216,19486970,1089818,,,46146740,265237,5675814,5100954,4082669,3122206,1464475,507968,485800,10871977,,8623783,4004286,1507121,4034861,3449468,6941988,3867985,2010507,,22921370,2174633,2195287,2511376,1231170,1580239,13082131,670492,3115119,2160369,1551579,695706,,10131661
2025-07-07,1069761,1426083,,3985259,1345105,4615484,350567,2858339,2632059,1831049,570648,1964452,11810018,1686497,9055063,,4422713,6215952,1109947,1937455,3633035,535015,2447914,6724918,12679914,1255755,2998575,724011,1770882,2576810,2072501,2580923,1007073,4680625,4946965,172560,11831136,2735372,19216819,1080944,,,45310716,262192,5608681,5045362,4053664,3094716,1461725,503516,487450,10773421,,8541961,3966506,1493267,3899082,3364595,6820529,3827191,1971848,,22501971,2121645,2170663,2491748,1203561,1566862,12914989,658524,3121777,2143877,1523366,685536,,10073551
2025-07-08,1069761,1426083,,3985259,1345105,4615484,350567,2858339,2632059,1831049,570648,1964452,11810018,1686497,9055063,,4422713,6215952,1109947,1937455,3633035,535015,2447914,6724918,12679914,1255755,2998575,724011,1770882,2576810,2072501,2580923,1007073,4680625,4946965,172560,11831136,2735372,19216819,1080944,,,45310716,262192,5608681,5045362,4053664,3094716,1461725,503516,487450,10773421,,8541961,3966506,1493267,3899082,3364595,6820529,3827191,1971848,,22501971,2121645,2170663,2491748,1203561,1566862,12914989,658524,3121777,2143877,1523366,685536,,10073551
2025-07-09,1063821,1418199,,3963119,1337653,4589888,348623,2842463,2617479,1820897,567516,1953544,11744462,1677101,9004735,,4398197,6181392,1103791,1926655,3612839,531991,2434306,6687550,12609498,1248735,2981943,720015,1761054,2562446,2060945,2566559,1001457,4654597,4919533,171588,11765364,2720144,19110115,1074896,,,45058968,260788,5577577,5017282,4031092,3077544,1453625,500708,484750,10713589,,8494549,3944474,1484951,3877374,3345911,6782621,3805915,1960940,,22377015,2109873,2158567,2477924,1196865,1558114,12843277,654852,3104389,2131997,1514942,681756,,10017607
2025-07-10,1069596,1425864,,3984644,1344898,4614773,350513,2857898,2631654,1830767,570561,1964149,11808197,1686236,9053665,,4422032,6214992,1109776,1937155,3632474,534931,2447536,6723880,12677958,1255560,2998113,723900,1770609,2576411,2072180,2580524,1006917,4679902,4946203,172533,11829309,2734949,19213855,1080776,,,45303723,262153,5607817,5044582,4053037,3094239,1461500,503438,487375,10771759,,8540644,3965894,1493036,3898479,3364076,6819476,3826600,1971545,,22498500,2121318,2170327,2491364,1203375,1566619,12912997,658422,3121294,2143547,1523132,685431,,10071997
2025-07-11,1071411,1428273,,3991409,1347175,4622594,351107,2862749,2636109,1833869,571518,1967482,11828261,1689107,9069043,,4429556,6225552,1111657,1940455,3638645,535855,2451694,6735298,12699474,1257705,3003195,725121,1773612,2580800,2075711,2584913,1008633,4687855,4954585,172830,11849406,2739602,19246492,1082624,,,45380646,262582,5617354,5053162,4059934,3099486,1463975,504296,488200,10790041,,8555131,3972626,1495577,3905112,3369785,6831059,3833101,1974878,,22536714,2124915,2174023,2495588,1205421,1569292,12934909,659544,3126607,2147177,1525706,686586,,10089091
2025-07-14,1070201,1426667,,3986899,1345657,4617380,350711,2859515,2633139,1831801,570880,1965260,11814885,1687193,9058791,,4424540,6218512,1110403,1938255,3634531,535239,2448922,6727686,12685130,1256275,2999807,724307,1771610,2577874,2073357,2581987,1007489,4682553,4948997,172632,11836008,2736500,19224734,1081392,,,45329364,262296,5610996,5047442,4055336,3095988,1462325,503724,487650,10777853,,8545473,3968138,1493883,3900690,3365979,6823337,3828767,1972656,,22511238,2122517,2171559,2492772,1204057,1567510,12920301,658796,3123065,2144757,1523990,685816,,10077695
2025-07-15,1070256,1426740,,3987104,1345726,4617617,350729,2859662,2633274,1831895,570909,1965361,11815493,1687280,9059257,,4424768,6218832,1110460,1938355,3634718,535267,2449048,6728032,12685782,1256340,2999961,724344,1771701,2578007,2073464,2582120,1007541,4682794,4949251,172641,11836617,2736641,19225723,1081448,,,45331695,262309,5611285,5047702,4055545,3096147,1462400,503750,487675,10778407,,8545912,3968342,1493960,3900891,3366152,6823688,3828964,1972757,,22512396,2122626,2171671,2492900,1204119,1567591,12920965,658830,3123226,2144867,1524068,685851,,10078213
2025-07-16,1068111,1423893,,3979109,1343035,4608374,350027,2853929,2628009,1828229,569778,1961422,11791781,1683887,9041083,,4415876,6206352,1108237,1934455,3627425,534175,2444134,6714538,12660354,1253805,2993955,722901,1768152,2572820,2069291,2576933,1005513,4673395,4939345,172290,11812866,2731142,19187152,1079264,,,45240786,261802,5600014,5037562,4047394,3089946,1459475,502736,486700,10756801,,8528791,3960386,1490957,3893052,3359405,6809999,3821281,1968818,,22467273,2118375,2167303,2487908,1201701,1564432,12895069,657504,3116947,2140577,1521026,684486,,10058011
2025-07-17,1079716,1439296,,4022364,1357594,4658381,353825,2884946,2656494,1848063,575897,1982733,11920069,1702244,9139409,,4463984,6273872,1120264,1955555,3666882,540083,2470720,6787544,12797926,1267520,3026449,730708,1787353,2600883,2091868,2604996,1016485,4724246,4993150,174189,11941365,2760893,19395831,1091080,,,45732627,264545,5660993,5092422,4091493,3123495,1475300,508222,491975,10873695,,8621420,4003430,1507204,3935463,3395908,6884060,3862848,1990129,,22711611,2141374,2190935,2514916,1214783,1581523,13035173,664678,3150918,2163787,1537484,691871,,10167309
2025-07-18,1078781,1438055,,4018879,1356421,4654352,353519,2882447,2654199,1846465,575404,1981016,11909733,1700765,9131487,,4460108,6268432,1119295,1953855,3663703,539607,2468578,6781662,12786842,1266415,3023831,730079,1785806,2598622,2090049,2602735,1015601,4720149,4988815,174036,11931012,2758496,19379018,1090128,,,45693000,264324,5656080,5088002,4087940,3120792,1474025,507780,491550,10864277,,8613957,3999962,1505895,3932046,3392967,6878093,3859499,1988412,,22691925,2139521,2189031,2512740,1213729,1580146,13023885,664100,3148181,2161917,1536158,691276,,10158503
2025-07-21,1076691,1435281,,4011089,1353799,4645346,352835,2876861,2649069,1842893,574302,1977178,11886629,1697459,9113779,,4451444,6256272,1117129,1950055,3656597,538543,2463790,6768514,12762066,1263945,3017979,728673,1782348,2593568,2085983,2597681,1013625,4710991,4979163,173694,11907870,2753138,19341436,1088000,,,45604422,263830,5645098,5078122,4079998,3114750,1471175,506792,490600,10843225,,8597275,3992210,1502969,3924408,3386393,6864755,3852013,1984574,,22647921,2135379,2184775,2507876,1211373,1577068,12998653,662808,3142063,2157737,1533194,689946,,10138819
2025-07-22,1079661,1439223,,4022159,1357525,4658144,353807,2884799,2656359,1847969,575868,1982632,11919461,1702157,9138943,,4463756,6273552,1120207,1955455,3666695,540055,2470594,6787198,12797274,1267455,3026295,730671,1787262,2600750,2091761,2604863,1016433,4724005,4992879,174180,11940756,2760752,19394842,1091024,,,45730296,264532,5660704,5092162,4091284,3123336,1475225,508196,491950,10873141,,8620981,4003226,1507127,3935262,3395735,6883709,3862651,1990028,,22710453,2141265,2190823,2514788,1214721,1581442,13034509,664644,3150757,2163677,1537406,691836,,10166791
2025-07-23,1076166,1434746,,4009014,1353244,4643131,352725,2875396,2647844,1842063,574147,1976283,11880669,1696494,9109309,,4449284,6253072,1116514,1949555,3654732,538183,2462420,6765044,12755626,1263070,3016449,728358,1781403,2592433,2084718,2596246,1012985,4708496,4976633,173539,11901815,2751643,19331681,1087280,,,45581377,263895,5642343,5075522,4077843,3113245,1470550,506522,490325,10837795,3854500,8592970,3990230,1502154,3922513,3384658,6861110,3849998,1983679,,22636411,2134424,2183535,2506616,1210683,1576073,12992073,662378,3140568,2156787,1532484,689721,,10133709
2025-07-24,1082381,1442995,,4032066,1361041,4669799,354759,2891894,2663099,1852685,577424,1987583,11948921,1706212,9161628,,4474822,6289006,1122955,1960742,3675750,541234,2476545,6803916,12828850,1270302,3033738,732539,1791686,2607349,2096696,2611162,1018748,4735503,5005222,174556,11970180,2767463,19442760,1093495,,,45843198,265364,5674774,5104676,4101234,3131099,1479025,509460,493150,10900058,3886748,8642351,4013169,1510742,3945000,3404094,6900547,3872146,1995092,,22766474,2146741,2196078,2520967,1217689,1585113,13066653,666220,3158648,2169217,1541298,693676,,10191904
2025-07-25,1088376,1450952,,4054302,1368562,4695523,356721,2907808,2677814,1862931,580585,1998483,12014757,1715586,9212095,,4499456,6323668,1129168,1971533,3696024,544177,2490170,6841412,12899482,1277278,3050415,736572,1801605,2621737,2108250,2625550,1024307,4761554,5032799,175537,12036125,2782723,19549907,1099490,,,46095751,266781,5706057,5132798,4123797,3148321,1487200,512294,495875,10960117,3908112,8689984,4035296,1519026,3966691,3422842,6938588,3893510,2006101,,22891933,2158622,2208177,2534810,1224447,1593833,13138593,669926,3176088,2181207,1549800,697491,,10248039
2025-07-28,1092281,1456135,,4068786,1373461,4712279,357999,2918174,2687399,1869605,582644,2005583,12057641,1721692,9244968,,4515502,6346246,1133215,1978562,3709230,546094,2499045,6865836,12945483,1281822,3061278,739199,1808066,2631109,2115776,2634922,1027999,4778523,5050762,176176,12079080,2792663,19619700,1103395,,,46260258,267704,5726434,5151116,4138494,3159539,1492525,514140,497650,10999238,3922028,8721011,4049709,1524422,3980820,3435054,6963367,3907426,2013272,,22973654,2166361,2216058,2543827,1228849,1599513,13185446,672340,3187448,2189017,1555338,699976,,10284604
2025-07-29,1094701,1459347,,4077762,1376497,4722663,358791,2924598,2693339,1873741,583920,2009983,12084217,1725476,9265340,,4525446,6360238,1135723,1982918,3717414,547282,2504545,6880972,12974039,1284638,3068010,740827,1812070,2636917,2120440,2640730,1030287,4789039,5061894,176572,12105700,2798823,19662952,1105815,,,46362206,268276,5739062,5162468,4147602,3166491,1495825,515284,498750,11023482,3930652,8740239,4058641,1527766,3989576,3442622,6978723,3916050,2017716,,23024298,2171157,2220942,2549415,1231577,1603033,13214530,673836,3194488,2193857,1558770,701516,,10307264
2025-07-30,1103061,1470443,,4108770,1386985,4758535,361527,2946790,2713859,1888029,588328,2025183,12176025,1738548,9335716,,4559798,6408574,1144387,1997966,3745686,551386,2523545,6933260,13072687,1294366,3091266,746451,1825902,2656981,2136552,2660794,1038191,4825367,5100350,177940,12197660,2820103,19812368,1114175,,,46714390,270252,5782686,5201684,4179066,3190507,1507225,519236,502550,11107234,3960444,8806663,4089497,1539318,4019824,3468766,7031771,3945842,2033068,,23199250,2187725,2237814,2568719,1241001,1615193,13315002,679004,3218808,2210577,1570626,706836,,10385544
2025-07-31,1103171,1470589,,4109178,1387123,4759007,361563,2947082,2714129,1888217,588386,2025383,12177233,1738720,9336642,,4560250,6409210,1144501,1998164,3746058,551440,2523795,6933948,13073985,1294494,3091572,746525,1826084,2657245,2136764,2661058,1038295,4825845,5100856,177958,12198870,2820383,19814334,1114285,,,46719024,270278,5783260,5202200,4179480,3190823,1507375,519288,502600,11108336,3960836,8807537,4089903,1539470,4020222,3469110,7032469,3946234,2033270,,23201552,2187943,2238036,2568973,1241125,1615353,13316324,679072,3219128,2210797,1570782,706906,,10386574
2025-08-01,1094921,1459639,,4078578,1376773,4723607,358863,2925182,2693879,1874117,584036,2010383,12086633,1725820,9267192,,4526350,6361510,1135951,1983314,3718158,547390,2505045,6882348,12976635,1284894,3068622,740975,1812434,2637445,2120864,2641258,1030495,4789995,5062906,176608,12108120,2799383,19666884,1106035,,,46371324,268328,5740210,5163500,4148430,3167123,1496125,515388,498850,11025686,3931286,8741987,4059453,1528070,3990372,3443310,6980119,3916834,2018120,,23028902,2171593,2221386,2549923,1231825,1603353,13217174,673972,3195128,2194297,1559082,701656,,10309324
2025-08-04,1090191,1453361,,4061034,1370839,4703311,357315,2912626,2682269,1866033,581542,2001783,12034689,1718424,9227374,,4506914,6334162,1131049,1974800,3702162,545068,2494295,6852764,12920821,1279390,3055464,737793,1804608,2626093,2111748,2629906,1026023,4769441,5041148,175834,12056090,2787343,19582346,1101305,,,46171976,267210,5715528,5141312,4130628,3153535,1489675,513152,496700,10978300,3914344,8704405,4041995,1521534,3973258,3428518,6950105,3899978,2009434,,22929916,2162219,2211840,2539001,1226493,1596473,13160328,671048,3181368,2184837,1552374,698646,,10265034
2025-08-05,1088651,1451317,,4055322,1368907,4696703,356811,2908538,2678489,1863401,580730,1998955,12017777,1716016,9214410,,4500586,6325258,1129453,1972028,3696954,544312,2490795,6843132,12902649,1277598,3051180,736757,1802060,2622397,2108780,2626210,1024567,4762721,5034064,175582,12039150,2783423,19554822,1099765,,,46107044,266846,5707492,5134088,4124832,3149111,1487575,512424,496000,10962872,3908828,8692169,4036311,1519406,3967658,3423702,6940333,3894490,2006606,,22897688,2159167,2208732,2535417,1224757,1594233,13141820,670096,3176888,2181757,1550190,697666,,10250614
2025-08-06,1089696,1452704,,4059198,1370218,4701187,357153,2911312,2681054,1865187,581281,2000874,12029253,1717650,9223207,,4504880,6331300,1130536,1973909,3700488,544825,2493170,6849668,12914980,1278814,3054087,737460,1803789,2624905,2110794,2628718,1025555,4767281,5038871,175753,12050645,2786083,19573499,1100810,,,46151105,267093,5712945,5138990,4128765,3152113,1489000,512918,496475,10973341,3912571,8700472,4040168,1520850,3971458,3426970,6946964,3898214,2008525,,22919557,2161238,2210841,2537849,1225935,1595753,13154379,670742,3179928,2183847,1551672,698331,,10260399
2025-08-07,1090906,1454310,,4063686,1371736,4706379,357549,2914524,2684024,1867255,581919,2003096,12042541,1719542,9233393,,4509852,6338296,1131790,1976087,3704580,545419,2495920,6857236,12929258,1280222,3057453,738274,1805791,2627809,2113126,2631622,1026699,4772561,5044437,175951,12063955,2789163,19595125,1102020,,,46202123,267379,5719259,5144666,4133319,3155589,1490650,513490,497025,10985463,3916905,8710086,4044634,1522522,3975858,3430754,6954642,3902526,2010747,,22944879,2163636,2213283,2540665,1227299,1597513,13168921,671490,3183448,2186267,1553388,699101,,10271729
2025-08-08,1085406,1447010,,4043286,1364836,4682779,355749,2899924,2670524,1857855,579019,1992996,11982141,1710942,9187093,,4487252,6306496,1126090,1966187,3685980,542719,2483420,6822836,12864358,1273822,3042153,734574,1796691,2614609,2102526,2618422,1021499,4748561,5019137,175051,12003455,2775163,19496825,1096520,,,45970223,266079,5690559,5118866,4112619,3139789,1483150,510890,494525,10930363,3897205,8666386,4024334,1514922,3955858,3413554,6919742,3882926,2000647,,22829779,2152736,2202183,2527865,1221099,1589513,13102821,668090,3167448,2175267,1545588,695601,,10220229
2025-08-11,1086781,1448835,,4048386,1366561,4688679,356199,2903574,2673899,1860205,579744,1995521,11997266,1713092,9198693,,4492902,6314446,1127515,1968662,3690630,543394,2486545,6831436,12880583,1275422,3045978,735499,1798966,2617909,2105176,2621722,1022799,4754561,5025462,175276,12018605,2778663,19521425,1097895,,,46028198,266404,5697734,5125316,4117819,3143739,1485025,511540,495150,10944138,3902130,8677311,4029409,1516822,3960858,3417854,6928467,3887826,2003172,,22858579,2155461,2204958,2531065,1222649,1591513,13119346,668940,3171448,2178017,1547538,696476,,10233129
2025-08-12,1086781,1448835,,4048386,1366561,4688679,356199,2903574,2673899,1860205,579744,1995521,11997266,1713092,9198693,,4492902,6314446,1127515,1968662,3690630,543394,2486545,6831436,12880583,1275422,3045978,735499,1798966,2617909,2105176,2621722,1022799,4754561,5025462,175276,12018605,2778663,19521425,1097895,,,46028198,266404,5697734,5125316,4117819,3143739,1485025,511540,495150,10944138,3902130,8677311,4029409,1516822,3960858,3417854,6928467,3887826,2003172,,22858579,2155461,2204958,2531065,1222649,1591513,13119346,668940,3171448,2178017,1547538,696476,,10233129
2025-08-13,1097231,1462705,,4087146,1379671,4733519,359619,2931314,2699549,1878065,585254,2014711,12112216,1729432,9286853,,4535842,6374866,1138345,1987472,3725970,548524,2510295,6896796,13003893,1287582,3075238,742529,1816256,2642989,2125316,2646802,1032679,4800161,5073532,176986,12133745,2805263,19708385,1108345,,,46468998,268874,5752264,5174336,4157339,3173759,1499275,516480,499900,11049018,3939560,8760341,4067979,1531262,3998858,3450534,6994777,3925066,2022362,,23077459,2176171,2226048,2555385,1234429,1606713,13244936,675400,3201848,2198917,1562358,703126,,10331169
2025-08-14,1091071,1454529,,4064298,1371943,4707087,357603,2914962,2684429,1867537,582006,2003399,12044456,1719800,9234885,,4510530,6339250,1131961,1976384,3705138,545500,2496295,6858268,12931205,1280414,3057990,738385,1806064,2628205,2113444,2632018,1026855,4773281,5045196,175978,12065873,2789583,19598177,1102185,,,46209158,267418,5720120,5145440,4134043,3156063,1490875,513568,497100,10987194,3917496,8711397,4045243,1522750,3976458,3431270,6955689,3903114,2011050,,22948435,2163963,2213616,2541049,1227485,1597753,13170904,671592,3183928,2186597,1553622,699206,,10273377
2025-08-15,1091186,1454758,,4064890,1372080,4707915,357617,2915520,2684784,1867799,582223,2003772,12046321,1720078,9236357,,4511328,6340264,1132122,1976811,3705716,545671,2496820,6859380,12933582,1280686,3058532,738586,1806307,2628541,2113782,2632454,1027151,4774201,5046065,175935,12067711,2790003,19601209,1102400,,,46217118,267667,5721071,5146274,4134727,3156697,1491050,513566,497225,10988890,3918477,8712898,4045862,1523098,3977158,3431926,6956866,3903622,2011423,,22952131,2164220,2214019,2541593,1227611,1597993,13173357,671574,3184308,2186827,1553916,699361,,10275045
2025-08-18,1082936,1443808,,4034290,1361730,4672515,354917,2893620,2664534,1853699,577873,1988622,11955571,1707178,9166757,,4477428,6292564,1123572,1961961,3677816,541621,2478070,6807780,12836232,1271086,3035432,733036,1792657,2608741,2097882,2612654,1019351,4738201,5008115,174585,11976811,2769003,19453609,1094150,,,45869118,265717,5678021,5107574,4103527,3132997,1479800,509666,493475,10906090,3888927,8647348,4015412,1511698,3947158,3406126,6904516,3874222,1996273,,22779331,2147870,2197369,2522393,1218311,1585993,13074207,666474,3160308,2170327,1542216,694111,,10197645
2025-08-19,1073861,1431763,,4000630,1350345,4633575,351947,2869530,2642259,1838189,573088,1971957,11855746,1692988,9090197,,4440138,6240094,1114167,1945626,3647126,537166,2457445,6751020,12729147,1260526,3010022,726931,1777642,2586961,2080392,2590874,1010771,4698601,4966370,173100,11876821,2745903,19291249,1085075,,,45486318,263572,5630666,5065004,4069207,3106927,1467425,505376,489350,10815010,3856422,8575243,3981917,1499158,3914158,3377746,6846931,3841882,1979608,,22589251,2129885,2179054,2501273,1208081,1572793,12965142,660864,3133908,2152177,1529346,688336,,10112505
2025-08-20,1069351,1425777,,3983902,1344687,4614223,350471,2857558,2631189,1830481,570710,1963675,11806136,1685936,9052149,,4421606,6214018,1109493,1937508,3631874,534952,2447195,6722812,12675929,1255278,2997394,723897,1770180,2576137,2071700,2580050,1006507,4678921,4945624,172362,11827129,2734423,19210561,1080565,,,45296078,262506,5607132,5043848,4052151,3093971,1461275,503244,487300,10769746,3840268,8539409,3965271,1492926,3897758,3363642,6818313,3825810,1971326,,22494787,2120947,2169952,2490777,1202997,1566233,12910940,658076,3120788,2143157,1522950,685466,,10070193
