date,mco_shares,pfg_shares,fisv_shares,aig_shares,ntrs_shares,fitb_shares,aiz_shares,ndaq_shares,syf_shares,all_shares,gl_shares,hig_shares,schw_shares,gpn_shares,tfc_shares,hood_shares,cof_shares,rf_shares,mtb_shares,bro_shares,fis_shares,msci_shares,pru_shares,pypl_shares,brk_b_shares,rjf_shares,cfg_shares,cboe_shares,ajg_shares,cb_shares,wrb_shares,acgl_shares,blk_shares,kkr_shares,bk_shares,erie_shares,v_shares,pnc_shares,jpm_shares,cinf_shares,ares_shares,eg_shares,bac_shares,fds_shares,ma_shares,bx_shares,pgr_shares,ivz_shares,coin_shares,jkhy_shares,cpay_shares,usb_shares,xyz_shares,ms_shares,ice_shares,aon_shares,met_shares,afl_shares,key_shares,axp_shares,stt_shares,ibkr_shares,wfc_shares,gs_shares,spgi_shares,cme_shares,l_shares,trv_shares,c_shares,amp_shares,apo_shares,ben_shares,trow_shares,wtw_shares,mrsh_shares,hban_shares
2025-10-28,1080308,1419926,,3879429,1339256,4635324,353481,3174315,2605640,1845089,567497,1969032,11947007,1699188,9028928,5419131,4477593,6249439,1094442,2051988,3658157,541767,2464984,6689731,12838774,1242722,3021056,732327,1795076,2596131,2098672,2602954,1008377,4803540,4938068,177767,11893288,2757440,19252170,1095140,,,47710912,264591,5779602,5160925,4104543,3121191,1583522,510196,494625,10896498,3848509,8494430,4008066,1509828,3911734,3370510,6528423,3800441,1986735,3118097,22429060,2119464,2188011,2523267,1191370,1576461,12889225,660088,3222163,2143981,1538842,683123,,11006957
2025-10-29,1083494,1424115,,3890816,1343209,4648953,354543,3183637,2613310,1850517,569149,1974814,11982112,1704203,9055478,5435061,4490750,6267788,1097687,2058006,3668895,543360,2472241,6709378,12876534,1246380,3029965,734451,1800327,2603742,2104867,2610624,1011327,4817641,4952582,178298,11928275,2765523,19308751,1098385,,,47851214,265358,5796594,5176088,4116638,3130395,1588183,511671,496100,10928535,3859837,8519387,4019866,1514253,3923239,3380422,6547598,3811592,1992576,3127242,22495022,2125718,2194442,2530701,1194851,1581122,12927103,662035,3231662,2150294,1543385,685129,,11039348
2025-10-30,1081928,1422056,,3885219,1341266,4642254,354021,3179055,2609540,1847849,568337,1971972,11964857,1701738,9042428,5427231,4484283,6258769,1096092,2055048,3663617,542577,2468674,6699721,12857974,1244582,3025586,733407,1797746,2600001,2101822,2606854,1009877,4810710,4945448,178037,11911078,2761550,19280911,1096790,,,47782252,264981,5788242,5168635,4110693,3125871,1585892,510946,495375,10912788,3854269,8507120,4014066,1512078,3917584,3375550,6538173,3806111,1989705,3122747,22462600,2122644,2191281,2527047,1193140,1578831,12908485,661078,3226993,2147191,1541152,684143,,11023427
2025-10-31,1081928,1422056,,3885219,1341266,4642254,354021,3179055,2609540,1847849,568337,1971972,11964857,1701738,9042428,5427231,4484283,6258769,1096092,2055048,3663617,542577,2468674,6699721,12857974,1244582,3025586,733407,1797746,2600001,2101822,2606854,1009877,4810710,4945448,178037,11911078,2761550,19280911,1096790,,,47782252,264981,5788242,5168635,4110693,3125871,1585892,510946,495375,10912788,3854269,8507120,4014066,1512078,3917584,3375550,6538173,3806111,1989705,3122747,22462600,2122644,2191281,2527047,1193140,1578831,12908485,661078,3226993,2147191,1541152,684143,,11023427
2025-11-03,1083278,1423831,,3890044,1342941,4648029,354471,3183005,2612790,1850149,569037,1974422,11979732,1703863,9053678,5433981,4489858,6266544,1097467,2057598,3668167,543252,2471749,6708046,12873974,1246132,3029361,734320,1799971,2603226,2104447,2610104,1011127,4816685,4951598,178262,11925903,2764975,19304899,1098165,,,47841702,265306,5795442,5175060,4115818,3129771,1587867,511571,496000,10926363,3859069,8517695,4019066,1513953,3922459,3379750,6546298,3810836,1992180,3126622,22490550,2125294,2194006,2530197,1194615,1580806,12924535,661903,3231018,2149866,1543077,684993,,11037152
2025-11-04,1083278,1423831,,3890044,1342941,4648029,354471,3183005,2612790,1850149,569037,1974422,11979732,1703863,9053678,5433981,4489858,6266544,1097467,2057598,3668167,543252,2471749,6708046,12873974,1246132,3029361,734320,1799971,2603226,2104447,2610104,1011127,4816685,4951598,178262,11925903,2764975,19304899,1098165,,,47841702,265306,5795442,5175060,4115818,3129771,1587867,511571,496000,10926363,3859069,8517695,4019066,1513953,3922459,3379750,6546298,3810836,1992180,3126622,22490550,2125294,2194006,2530197,1194615,1580806,12924535,661903,3231018,2149866,1543077,684993,,11037152
2025-11-05,1074210,1411409,,3857518,1331447,4608587,351295,3156249,2590530,1834705,564041,1957786,11880660,1689193,8978078,5389041,4452772,6212860,1087957,2040134,3637243,538698,2450863,6652058,12767974,1235548,3003279,728186,1785093,2581748,2086237,2587944,1002787,4776787,4910526,176864,11827617,2742041,19146019,1088755,,,47447324,263260,5747786,5132286,4081608,3105079,1574689,507121,491610,10835537,3826525,8447327,3985666,1501423,3889569,3351574,6489648,3779438,1975362,3100212,22304974,2107722,2175888,2509185,1184377,1567508,12817809,656377,3203916,2132892,1529763,679205,,10950034
2025-11-06,1081014,1420355,,3881836,1339889,4637693,353563,3176157,2606910,1846297,567569,1970134,11955756,1699903,9034778,5423061,4480870,6252172,1094887,2052986,3660175,542100,2466361,6694142,12848614,1243360,3022305,732848,1796307,2598002,2099467,2604324,1009087,4807027,4941522,177998,11902335,2759303,19266979,1095685,,,47747078,264898,5784074,5164668,4107438,3124735,1584643,510271,494760,10903955,3850717,8500751,4010866,1510873,3914139,3372742,6530598,3803252,1987836,3119742,22445842,2121078,2189622,2525061,1191811,1577462,12898827,660535,3224202,2146374,1539465,683489,,11019208
2025-11-07,1078476,1417018,,3872765,1336740,4626836,352717,3168731,2600800,1841973,566253,1965528,11927744,1695908,9013628,5410371,4470389,6237508,1092302,2048192,3651621,540831,2460580,6678444,12818534,1240446,3015208,731109,1792077,2591939,2094532,2598214,1006737,4795747,4929960,177575,11874464,2752864,19221859,1093100,,,47635265,264287,5770538,5152589,4097803,3117403,1580930,509096,493585,10878434,3841693,8480823,4001466,1507348,3904974,3364846,6515323,3794369,1983183,3112457,22393296,2116096,2184499,2519139,1189038,1573749,12868606,658984,3216635,2141345,1535846,681891,,10993405
2025-11-10,1080798,1420071,,3881064,1339621,4636769,353491,3175525,2606390,1845929,567457,1969742,11953372,1699563,9032978,5421981,4479978,6250924,1094667,2052578,3659447,541992,2465869,6692806,12846054,1243112,3021701,732700,1795947,2597486,2099047,2603804,1008887,4806067,4940538,177962,11899963,2758755,19263139,1095465,,,47737562,264846,5782922,5163640,4106618,3124111,1584327,510171,494660,10901783,3849949,8499055,4010066,1510573,3913359,3372070,6529298,3802496,1987440,3119122,22441370,2120654,2189186,2524557,1191575,1577146,12896255,660403,3223558,2145946,1539157,683353,,11017012
2025-11-11,1078638,1417231,,3873344,1336941,4627529,352771,3169205,2601190,1842249,566337,1965822,11929532,1696163,9014978,5411181,4471058,6238444,1092467,2048498,3652167,540912,2460949,6679446,12820454,1240632,3015661,731220,1792347,2592326,2094847,2598604,1006887,4796467,4930698,177602,11876243,2753235,19224739,1093265,,,47642402,264326,5771402,5153360,4098418,3117871,1581167,509171,493660,10880063,3842269,8482095,4002066,1507573,3905559,3365350,6516298,3794896,1983480,3112922,22396610,2116414,2184826,2519517,1189215,1573986,12870535,659083,3217118,2141666,1536077,681993,,10995052
2025-11-12,1083768,1423976,3818516,3891679,1343306,4649474,354481,3184215,2613540,1850989,568997,1975132,11986152,1704238,9057728,5436831,4492243,6268084,1097692,2058188,3669457,543477,2472634,6711176,12881254,1246522,3030006,734735,1800897,2604581,2104822,2610954,1011637,4819267,4954068,178457,11932578,2766345,19315939,1098490,,,47868407,265561,5798762,5177775,4117893,3132691,1588672,511546,496035,10931648,3860509,8522375,4021066,1514698,3924084,3381310,6547173,3812946,1992885,3127647,22502915,2126484,2195181,2531487,1194820,1581491,12931620,662218,3232413,2151831,1543392,685223,,11047207
2025-11-13,1086090,1427029,3826686,3899978,1346187,4659407,355255,3191009,2619130,1854945,570201,1979346,12011780,1707893,9077078,5448441,4501832,6281500,1100057,2062574,3677283,544638,2477923,6725538,12908774,1249188,3036499,736326,1804767,2610128,2109337,2616544,1013787,4829587,4964646,178844,11958077,2772279,19357219,1100855,,,47970704,266120,5811146,5188826,4126708,3139399,1592069,512621,497110,10954997,3868765,8540607,4029666,1517923,3932469,3388534,6561148,3821116,1997142,3134312,22551032,2131042,2199868,2536905,1197357,1584888,12959269,663637,3239336,2156432,1546703,686685,,11070814
2025-11-14,1081878,1421491,3811866,3884924,1340961,4641389,353851,3178685,2608990,1847769,568017,1971702,11965292,1701263,9041978,5427381,4484438,6257164,1095767,2054618,3663087,542532,2468329,6699486,12858854,1244352,3024721,733440,1797747,2600066,2101147,2606404,1009887,4810867,4945458,178142,11911823,2761515,19282339,1096565,,,47785064,265106,5788682,5168780,4110718,3127231,1585907,510671,495160,10912643,3853789,8507535,4014066,1512073,3917259,3375430,6535720,3806296,1989420,3122222,22463750,2122774,2191366,2527077,1192755,1578726,12909115,661063,3226778,2148086,1540697,684033,,11027992
2025-11-17,1082688,1422556,3814716,3887819,1341966,4644854,354121,3181055,2610940,1849149,568437,1973172,11974232,1702538,9048728,5431431,4487783,6261844,1096592,2056148,3665817,542937,2470174,6704496,12868454,1245282,3026986,733995,1799097,2602001,2102722,2608354,1010637,4814467,4949148,178277,11920718,2763585,19296739,1097390,,,47820764,265301,5793002,5172635,4113793,3129571,1587092,511046,495535,10920788,3856669,8513895,4017066,1513198,3920184,3377950,6540610,3809146,1990905,3124547,22480535,2124364,2193001,2528967,1193640,1579911,12918760,661558,3229193,2149691,1541852,684543,,11036227
2025-11-18,1074534,1411835,3786026,3858525,1331849,4609973,351403,3157197,2591310,1835257,564209,1958374,11884236,1689703,8980778,5390661,4454110,6214732,1088287,2040746,3638335,538860,2451601,6654062,12771663,1235920,3004185,728408,1785507,2582371,2086867,2588724,1003087,4778227,4912002,176918,11831175,2742747,19151779,1089085,,,47461384,263338,5749514,5133828,4082838,3106015,1575163,507271,491760,10838644,3827677,8449871,3986866,1501873,3890739,3352582,6491384,3780456,1975956,3100991,22311566,2108358,2176542,2509941,1184731,1567982,12821667,656575,3204882,2133534,1530225,679409,,10953328
2025-11-19,1076694,1414675,3793626,3866285,1334529,4619213,352123,3163517,2596510,1838937,565329,1962294,11908076,1693103,8998778,5401461,4463030,6227212,1090487,2044826,3645615,539940,2456521,6667422,12797303,1238400,3010225,729888,1789107,2587571,2091067,2593924,1005087,4787827,4921842,177278,11854895,2748267,19190219,1091285,,,47556624,263858,5761034,5144108,4091038,3112255,1578323,508271,492760,10860404,3835357,8466831,3994866,1504873,3898539,3359302,6504424,3788056,1979916,3107231,22356326,2112598,2180902,2514981,1187091,1571142,12847387,657895,3211322,2137814,1533305,680769,,10975288
2025-11-20,1075618,1413261,3789666,3862289,1333151,4614459,351811,3160245,2593790,1837009,564777,1960262,11895712,1691313,8989478,5395781,4458348,6220804,1089417,2042658,3641793,539342,2454039,6660466,12784029,1237092,3007191,729130,1787247,2584911,2088997,2591304,1004017,4782667,4916678,177092,11842533,2745475,19170145,1090215,,,47507170,263576,5755002,5138736,4086768,3109051,1576677,507621,492270,10849108,3831429,8458015,3990666,1503283,3894509,3355790,6497740,3784076,1977850,3104027,22333080,2110434,2178636,2512417,1185785,1569536,12834025,657213,3207948,2135576,1531787,680053,,10963822
2025-11-21,1070704,1406800,3772376,3844635,1327054,4593438,350173,3145867,2581960,1828637,562229,1951344,11841476,1683578,8948437,5371211,4438055,6192412,1084412,2033376,3625140,536885,2442846,6630072,12725698,1231450,2993450,725763,1779057,2573081,2079442,2579474,999467,4760827,4894292,176273,11788570,2732917,19082694,1085210,,,47290499,262393,5728794,5115258,4068113,3094855,1569488,505346,489995,10799604,3813957,8419431,3972466,1496458,3876764,3340502,6468074,3766786,1968841,3089831,22231251,2100788,2168717,2500951,1180416,1562347,12775512,654210,3193297,2125839,1524780,676959,,10913863
2025-11-24,1062064,1395440,3741976,3813595,1316334,4556478,347293,3120587,2561160,1813917,557749,1935664,11746116,1669978,8876277,5328011,4402375,6142492,1075612,2017056,3595860,532565,2423166,6576632,12623138,1221530,2969290,719843,1764657,2552281,2062642,2558674,991467,4722427,4854932,174833,11693690,2710837,18928934,1076410,,,46909539,260313,5682714,5073978,4035313,3069895,1556848,501346,485995,10712564,3783237,8351591,3940466,1484458,3845564,3313622,6415914,3736386,1953001,3064871,22052211,2083828,2151277,2480791,1170976,1549707,12672632,648930,3167537,2108719,1512460,671519,,10826023
2025-11-25,1054612,1385642,3715756,3786823,1307088,4524600,344809,3098783,2543220,1801221,553885,1922140,11663868,1658248,8814039,5290751,4371601,6099436,1068022,2002980,3570606,528839,2406192,6530540,12534680,1212974,2948452,714737,1752237,2534341,2048152,2540734,984567,4689307,4820984,173591,11611856,2691793,18796316,1068820,,,46580961,258519,5642970,5038374,4007023,3048367,1545946,497896,482545,10637492,3756741,8293079,3912866,1474108,3818654,3290438,6370926,3710166,1939339,3043343,21897789,2069200,2136235,2463403,1162834,1538805,12583898,644376,3145319,2093953,1501834,666827,,10750261
2025-11-26,1056394,1387985,3722026,3793225,1309299,4532223,345403,3103997,2547510,1804257,554809,1925374,11683536,1661053,8828922,5299661,4378960,6109732,1069837,2006346,3576645,529730,2410251,6541562,12555833,1215020,2953435,715958,1755207,2538631,2051617,2545024,986217,4697227,4829102,173888,11631425,2696347,18828029,1070635,,,46659534,258948,5652474,5046888,4013788,3053515,1548553,498721,483370,10655444,3763077,8307071,3919466,1476583,3825089,3295982,6381684,3716436,1942606,3048491,21934716,2072698,2139832,2467561,1164781,1541412,12605117,645465,3150632,2097484,1504375,667949,,10768378
2025-11-28,1047430,1376199,3690486,3761021,1298177,4493877,342415,3077769,2525930,1788985,550161,1909106,11584600,1646943,8754056,5254841,4341942,6057940,1060707,1989414,3546267,525248,2389833,6486118,12449427,1204728,2928369,709816,1740267,2517051,2034187,2523444,977917,4657387,4788266,172394,11532821,2673439,18668503,1061505,,284551,46264288,256790,5604666,5004060,3979758,3027619,1535439,494571,479220,10565140,3731205,8236687,3886266,1464133,3792719,3268094,6327568,3684896,1926172,3022595,21748962,2055102,2121738,2446645,1154987,1528298,12498379,639987,3123906,2079722,1491593,662305,,10677244
2025-12-01,1048402,1377477,3693906,3764513,1299383,4498035,342739,3080613,2528270,1790641,550665,1910870,11595328,1648473,8762174,5259701,4345956,6063556,1061697,1991250,3549561,525734,2392047,6492130,12460965,1205844,2931087,710482,1741887,2519391,2036077,2525784,978817,4661707,4792694,172556,11543513,2675923,18685801,1062495,,284821,46307146,257024,5609850,5008704,3983448,3030427,1536861,495021,479670,10574932,3734661,8244319,3889866,1465483,3796229,3271118,6333436,3688316,1927954,3025403,21769104,2057010,2123700,2448913,1156049,1529720,12509953,640581,3126804,2081648,1492979,662917,,10687126
2025-12-02,1054936,1386068,3716896,3787987,1307490,4525986,344917,3099731,2544000,1801773,554053,1922728,11667444,1658758,8816745,5292371,4372939,6101308,1068352,2003592,3571704,529001,2406930,6532544,12538526,1213346,2949358,714959,1752777,2535121,2048782,2541514,984867,4690747,4822460,173645,11615387,2692621,18802082,1069150,,286636,46595247,258597,5644698,5039922,4008253,3049303,1546420,498046,482695,10640756,3757893,8295623,3914066,1474558,3819824,3291446,6372882,3711306,1939933,3044279,21904503,2069836,2136889,2464159,1163188,1539279,12587756,644574,3146285,2094595,1502296,667031,,10753555
2025-12-03,1050940,1380814,3702836,3773631,1302532,4508892,343585,3088039,2534380,1794965,551981,1915476,11623340,1652468,8783371,5272391,4356437,6078220,1064282,1996044,3558162,527003,2397828,6507828,12491092,1208758,2938184,712221,1746117,2525501,2041012,2531894,981167,4672987,4804256,172979,11571431,2682409,18730968,1065080,,285526,46419053,257635,5623386,5020830,3993083,3037759,1540574,496196,480845,10600500,3743685,8264247,3899266,1469008,3805394,3279014,6348758,3697246,1932607,3032735,21821697,2061992,2128823,2454835,1158822,1533433,12540174,642132,3134371,2086677,1496598,664515,,10712855
2025-12-04,1046080,1374424,3685736,3756171,1296502,4488102,341965,3073819,2522680,1786685,549461,1906656,11569700,1644818,8742781,5248001,4336277,6050140,1059332,1986864,3541692,524573,2386758,6477768,12433402,1203178,2924594,708891,1738017,2513801,2031562,2520194,976667,4651387,4782116,172169,11517971,2669989,18644478,1060130,,284176,46204673,256465,5597376,4997610,3974633,3023719,1533464,493946,478595,10551540,3726405,8226087,3881266,1462258,3787844,3263894,6319418,3680146,1923697,3018695,21720897,2052452,2119013,2443495,1153512,1526323,12482304,639162,3119881,2077047,1489668,661455,,10663355
2025-12-05,1051102,1381027,3703406,3774213,1302733,4509585,343639,3088513,2534770,1795241,552065,1915770,11625128,1652723,8784724,5273204,4357109,6079156,1064447,1996350,3558711,527084,2398197,6508830,12493015,1208944,2938637,712332,1746387,2525891,2041327,2532284,981317,4673707,4804994,173006,11573213,2682823,18733851,1065245,,285571,46426199,257674,5624253,5021604,3993698,3038227,1540811,496271,480920,10602132,3744261,8265519,3899866,1469233,3805979,3279518,6349736,3697816,1932904,3033203,21825057,2062310,2129150,2455213,1158999,1533670,12542103,642231,3134854,2086998,1496829,664617,,10714505
2025-12-08,1051426,1381453,3704546,3775377,1303135,4510971,343747,3089461,2535550,1795793,552233,1916358,11628704,1653233,8787430,5274830,4358453,6081028,1064777,1996962,3559809,527246,2398935,6510834,12496861,1209316,2939543,712554,1746927,2526671,2041957,2533064,981617,4675147,4806470,173060,11576777,2683651,18739617,1065575,,285661,46440491,257752,5625987,5023152,3994928,3039163,1541285,496421,481070,10605396,3745413,8268063,3901066,1469683,3807149,3280526,6351692,3698956,1933498,3034139,21831777,2062946,2129804,2455969,1159353,1534144,12545961,642429,3135820,2087640,1497291,664821,,10717805
2025-12-09,1052614,1383015,3708726,3779645,1304609,4516053,344143,3092937,2538410,1797817,552849,1918514,11641838,1655103,8797352,5280792,4363381,6087892,1065987,1999206,3563835,527840,2401641,6518182,12510963,1210680,2942865,713368,1748907,2529531,2044267,2535924,982717,4680427,4811904,173258,11589845,2686687,18760759,1066785,,285991,46492917,258038,5632345,5028828,3999438,3042595,1543023,496971,481620,10617364,3749637,8277391,3905466,1471333,3811439,3284222,6358864,3703136,1935676,3037571,21856417,2065278,2132202,2458741,1160651,1535882,12560129,643155,3139362,2089994,1498985,665569,,10729905
2025-12-10,1049104,1378400,3696376,3767035,1300254,4501038,342973,3082667,2529960,1791837,551029,1912144,11603033,1649578,8768037,5263177,4348821,6067612,1062412,1992576,3551940,526085,2393646,6496472,12469298,1206650,2933050,710963,1743057,2521081,2037442,2527474,979467,4664827,4795849,172673,11551235,2677717,18698294,1063210,,285016,46338022,257193,5613560,5012058,3986113,3032455,1537888,495346,479995,10582004,3737157,8249831,3892466,1466458,3798764,3273302,6337674,3690786,1929241,3027431,21783617,2058388,2125117,2450551,1156816,1530747,12518269,641010,3128897,2083039,1493980,663359,,10694155
2025-12-11,1050222,1379887,3700206,3771153,1301753,4505445,343519,3085690,2532570,1793661,551345,1913950,11614842,1651423,8777184,5268464,4353149,6073976,1063747,1994370,3555891,526624,2396077,6503270,12482235,1207864,2936197,711952,1745107,2523971,2039727,2530084,980267,4669807,4800608,172946,11562973,2680703,18717688,1064445,1389400,285551,46385673,257334,5619153,5017384,3990298,3035687,1539431,495571,480700,10592972,3740981,8258359,3896466,1467733,3802479,3276498,6344396,3694776,1931144,3030863,21805857,2060630,2127170,2453093,1157739,1532530,12531037,641731,3132214,2085118,1495649,664017,,10705005
2025-12-12,1054326,1385283,3714570,3785821,1306845,4522925,344887,3097698,2542374,1800653,553473,1921398,11659986,1657807,8811308,5288908,4370097,6097612,1067851,2002122,3569723,528676,2405425,6528502,12530723,1212576,2947597,714688,1751871,2533775,2047631,2539888,984067,4687971,4819228,173630,11607889,2691115,18790420,1068549,1394796,286691,46565945,258322,5640965,5036916,4005802,3047467,1545435,497471,482600,10634164,3755497,8290431,3911590,1473433,3817223,3289266,6369020,3709140,1938668,3042643,21890597,2068610,2135454,2462593,1162223,1538458,12579753,644239,3144374,2093250,1501425,666601,,10746577
2025-12-15,1056972,1388762,3723831,3795278,1310128,4534195,345769,3105440,2548695,1805161,554845,1926200,11689092,1661923,8833309,5302089,4381024,6112851,1070497,2007120,3578641,529999,2411452,6544770,12561985,1215614,2954947,716452,1756232,2540096,2052727,2546209,986517,4699682,4831233,174071,11636848,2697828,18837313,1071195,1398275,287426,46682173,258959,5655028,5049509,4015798,3055062,1549306,498696,483825,10660722,3764856,8311109,3921341,1477108,3826729,3297498,6384896,3718401,1943519,3050238,21945232,2073755,2140795,2468718,1165114,1542280,12611162,645856,3152214,2098493,1505149,668267,,10773380
2025-12-16,1054110,1384999,3713814,3785049,1306577,4522005,344815,3097066,2541858,1800285,553361,1921006,11657610,1657471,8809512,5287832,4369205,6096368,1067635,2001714,3568995,528568,2404933,6527121,12528171,1212328,2946997,714544,1751515,2533259,2047215,2539372,983867,4687015,4818248,173594,11605525,2690567,18786592,1068333,1394512,286631,46556457,258270,5639817,5035888,4004986,3046847,1545119,497371,482500,10631996,3754733,8288743,3910794,1473133,3816447,3288594,6367724,3708384,1938272,3042023,21886137,2068190,2135018,2462093,1161987,1538146,12577189,644107,3143734,2092822,1501121,666465,,10744389
2025-12-17,1046982,1375627,3688866,3759573,1297733,4491645,342439,3076210,2524698,1788141,549665,1908070,11579202,1646383,8750244,5252324,4339769,6055316,1060507,1988250,3544971,525004,2388697,6483165,12443955,1204144,2927197,709792,1739767,2516231,2033487,2522344,977267,4655467,4785908,172406,11527513,2672483,18660268,1061205,1385140,284651,46243353,256554,5601933,5001964,3978058,3026387,1534691,494071,479200,10560452,3729521,8233039,3884526,1463233,3790839,3266418,6324956,3683436,1925204,3021563,21738957,2054330,2120630,2445593,1154199,1527850,12492577,639751,3122614,2078698,1491089,661977,,10672185
2025-12-18,1038018,1363841,3657492,3727535,1286611,4453465,339451,3049982,2503118,1772869,545017,1891802,11480598,1632439,8675710,5207670,4302751,6003690,1051543,1971318,3514759,520522,2368279,6427887,12338047,1193852,2902297,703816,1724993,2494817,2016223,2500930,968967,4615793,4745238,170912,11429407,2649741,18501406,1052241,1373354,282161,45849601,254396,5554291,4959302,3944194,3000657,1521577,489921,475050,10470480,3697815,8162987,3851492,1450783,3758635,3238530,6271172,3652062,1908770,2995833,21553867,2036900,2102536,2424843,1144405,1514902,12386171,634273,3096054,2060936,1478473,656333,,10581383
2025-12-19,1041744,1368740,3670533,3740852,1291234,4469335,340693,3060884,2512088,1779217,546949,1898564,11521584,1638235,8706691,5226231,4318138,6025149,1055269,1978356,3527317,522385,2376766,6450864,12382069,1198130,2912647,706300,1731134,2503718,2023399,2509831,972417,4632284,4762212,171533,11470186,2659194,18567439,1055967,1378253,283196,46013269,255293,5574094,4977035,3958270,3011352,1527028,491646,476775,10507878,3710994,8192105,3865223,1455958,3772021,3250122,6293528,3665103,1915601,3006528,21630802,2044145,2110057,2433468,1148476,1520284,12430400,636550,3107094,2068319,1483717,658679,,10619126
2025-12-22,1038156,1352800,3639395,3651114,1279662,4472791,338837,3052348,2437196,1770653,538673,1885548,11302472,1601949,8656133,5320939,4301772,5933513,1040001,1986830,3504073,508453,2368300,6331188,12408223,1193026,2906205,708046,1737714,2476622,2031489,2443397,976345,4644262,4718722,171915,11419562,2653598,18420569,1055757,1394029,284046,45460275,253467,5548358,4996857,3967918,3011800,1543908,489796,473365,10518288,3705830,8173197,3858223,1454408,3745173,3191892,6286036,3635767,1889985,3013676,21241060,2029535,2097639,2440056,1146698,1509408,12107524,628644,3142048,2079883,1476683,647891,,10638342
2025-12-23,1037994,1352590,3638831,3650547,1279464,4472098,338783,3051874,2436818,1770380,538589,1885257,11300720,1601700,8654792,5320114,4301106,5932592,1039839,1986521,3503530,508375,2367934,6330207,12406300,1192840,2905755,707935,1737444,2476238,2031174,2443019,976195,4643542,4717990,171888,11417792,2653187,18417713,1055592,1393813,284001,45453228,253428,5547497,4996083,3967303,3011332,1543668,489721,473293,10516659,3705257,8171931,3857626,1454183,3744594,3191397,6285061,3635203,1889691,3013208,21237769,2029220,2097315,2439678,1146521,1509174,12105646,628548,3141562,2079562,1476455,647792,,10636692
2025-12-24,1041990,1357770,3652743,3664533,1284348,4489192,340115,3063566,2446142,1777114,540661,1892435,11343936,1607842,8687870,5340464,4317534,5955310,1043835,1994143,3516924,510299,2376962,6354405,12453734,1197428,2916855,710673,1744104,2485710,2038944,2452343,979895,4661302,4736046,172554,11461452,2663325,18488161,1059662,1399141,285111,45627054,254390,5568735,5015175,3982473,3022876,1549588,491571,475069,10556841,3719391,8203159,3872352,1459733,3758876,3203607,6309111,3649115,1896943,3024752,21318947,2036990,2105307,2449002,1150887,1514946,12151970,630916,3153550,2087480,1482079,650234,,10677392
2025-12-26,1049064,1366940,3677371,3689292,1292994,4519453,342473,3084264,2462648,1789035,544329,1905142,11420440,1618715,8746427,5376489,4346616,5995527,1050909,2007636,3540635,513705,2392944,6397242,12537705,1205550,2936505,715520,1755894,2502478,2052699,2468849,986445,4692742,4768010,173733,11538742,2681272,18612873,1066867,1408573,287076,45934773,256093,5606332,5048973,4009328,3043312,1560068,494846,478213,10627974,3744412,8258441,3898421,1469558,3784159,3225222,6351686,3673743,1909781,3045188,21462654,2050745,2119455,2465508,1158616,1525164,12233976,635108,3174772,2101497,1492035,654557,,10749442
2025-12-29,1048632,1366380,3675867,3687780,1292466,4517605,342329,3083000,2461640,1788307,544105,1904366,11415768,1618051,8742851,5374289,4344840,5993071,1050477,2006812,3539187,513497,2391968,6394626,12532577,1205054,2935305,715224,1755174,2501454,2051859,2467841,986045,4690822,4766058,173661,11534022,2680176,18605257,1066427,1407997,286956,45915981,255989,5604036,5046909,4007688,3042064,1559428,494646,478021,10623630,3742884,8255065,3896829,1468958,3782615,3223902,6349086,3672239,1908997,3043940,21453878,2049905,2118591,2464500,1158144,1524540,12228968,634852,3173476,2100641,1491427,654293,,10745042
2025-12-30,1033728,1347060,3623979,3635616,1274250,4453849,337361,3039392,2426864,1763191,536377,1877594,11254584,1595143,8619479,5298389,4283568,5908339,1035573,1978384,3489231,506321,2358296,6304374,12355661,1187942,2893905,705012,1730334,2466126,2022879,2433065,972245,4624582,4698714,171177,11371182,2642364,18342505,1051247,1388125,282816,45267657,252401,5524824,4975701,3951108,2999008,1537348,487746,471397,10473762,3690168,8138593,3841905,1448258,3729347,3178362,6259386,3620351,1881949,3000884,21151106,2020925,2088783,2429724,1141860,1503012,12056192,626020,3128764,2071109,1470451,645185,,10593242
2025-12-31,1038750,1353570,3641463,3653193,1280388,4475332,339035,3054086,2438582,1771654,538981,1886615,11308896,1602862,8661050,5323964,4304214,5936890,1040595,1987963,3506064,508739,2369642,6334785,12415274,1193708,2907855,708453,1738704,2478030,2032644,2444783,976895,4646902,4721406,172014,11426052,2655105,18431041,1056362,1394821,284211,45486114,253610,5551515,4999695,3970173,3013516,1544788,490071,473629,10524261,3707931,8177839,3860412,1455233,3747296,3193707,6289611,3637835,1891063,3015392,21253127,2030690,2098827,2441442,1147347,1510266,12114410,628996,3143830,2081060,1477519,648254,,10644392
